
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.035671 seconds (23.0 MB/s)
csr_from_coo: 0.042535 seconds, 389874 rows, 389874 columns, 2101242 nonzeros, 2 to 7 nonzeros per row, 1 threads, 389874 to 389874 rows per thread, 2101242 to 2101242 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (4 L2 ways)
gemv (warmup): 0.009595 seconds (0.122 Gnz/s, 0.438 Gflop/s, 3.6 to 5.0 GB/s)
gemv (warmup): 0.009367 seconds (0.125 Gnz/s, 0.449 Gflop/s, 3.7 to 5.2 GB/s)
gemv (warmup): 0.009282 seconds (0.126 Gnz/s, 0.453 Gflop/s, 3.7 to 5.2 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.009287 seconds (0.126 Gnz/s, 0.453 Gflop/s, 3.7 to 5.2 GB/s)
gemv: 0.009274 seconds (0.126 Gnz/s, 0.453 Gflop/s, 3.7 to 5.2 GB/s)
gemv: 0.009290 seconds (0.126 Gnz/s, 0.452 Gflop/s, 3.7 to 5.2 GB/s)
gemv: 0.009266 seconds (0.126 Gnz/s, 0.454 Gflop/s, 3.7 to 5.2 GB/s)
gemv: 0.009278 seconds (0.126 Gnz/s, 0.453 Gflop/s, 3.7 to 5.2 GB/s)
gemv: 0.009271 seconds (0.126 Gnz/s, 0.453 Gflop/s, 3.7 to 5.2 GB/s)
gemv: 0.009266 seconds (0.126 Gnz/s, 0.454 Gflop/s, 3.7 to 5.2 GB/s)
gemv: 0.009295 seconds (0.126 Gnz/s, 0.452 Gflop/s, 3.7 to 5.2 GB/s)
gemv: 0.009268 seconds (0.126 Gnz/s, 0.453 Gflop/s, 3.7 to 5.2 GB/s)
