
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.282848 seconds (24.7 MB/s)
csr_from_coo: 0.023863 seconds, 206500 rows, 206500 columns, 1273389 nonzeros, 1 to 44 nonzeros per row, 1 threads, 206500 to 206500 rows per thread, 1273389 to 1273389 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (4 L2 ways)
gemv (warmup): 0.006545 seconds (0.195 Gnz/s, 0.389 Gflop/s, 3.1 to 4.4 GB/s)
gemv (warmup): 0.006246 seconds (0.204 Gnz/s, 0.408 Gflop/s, 3.2 to 4.6 GB/s)
gemv (warmup): 0.006244 seconds (0.204 Gnz/s, 0.408 Gflop/s, 3.2 to 4.6 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.006302 seconds (0.202 Gnz/s, 0.404 Gflop/s, 3.2 to 4.6 GB/s)
gemv: 0.006260 seconds (0.203 Gnz/s, 0.407 Gflop/s, 3.2 to 4.6 GB/s)
gemv: 0.006247 seconds (0.204 Gnz/s, 0.408 Gflop/s, 3.2 to 4.6 GB/s)
gemv: 0.006254 seconds (0.204 Gnz/s, 0.407 Gflop/s, 3.2 to 4.6 GB/s)
gemv: 0.006244 seconds (0.204 Gnz/s, 0.408 Gflop/s, 3.2 to 4.6 GB/s)
gemv: 0.006260 seconds (0.203 Gnz/s, 0.407 Gflop/s, 3.2 to 4.6 GB/s)
gemv: 0.006252 seconds (0.204 Gnz/s, 0.407 Gflop/s, 3.2 to 4.6 GB/s)
gemv: 0.006247 seconds (0.204 Gnz/s, 0.408 Gflop/s, 3.2 to 4.6 GB/s)
gemv: 0.006262 seconds (0.203 Gnz/s, 0.407 Gflop/s, 3.2 to 4.6 GB/s)
