
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 29.006673 seconds (32.3 MB/s)
csr_from_coo: 2.608977 seconds, 8388608 rows, 8388608 columns, 127002786 nonzeros, 0 to 40 nonzeros per row, 1 threads, 8388608 to 8388608 rows per thread, 127002786 to 127002786 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.478393 seconds (0.133 Gnz/s, 0.531 Gflop/s, 3.6 to 5.6 GB/s)
gemv (warmup): 0.511955 seconds (0.124 Gnz/s, 0.496 Gflop/s, 3.4 to 5.2 GB/s)
gemv (warmup): 0.516523 seconds (0.123 Gnz/s, 0.492 Gflop/s, 3.3 to 5.2 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.517783 seconds (0.123 Gnz/s, 0.491 Gflop/s, 3.3 to 5.2 GB/s)
gemv: 0.534472 seconds (0.119 Gnz/s, 0.475 Gflop/s, 3.2 to 5.0 GB/s)
gemv: 0.546615 seconds (0.116 Gnz/s, 0.465 Gflop/s, 3.2 to 4.9 GB/s)
gemv: 0.549106 seconds (0.116 Gnz/s, 0.463 Gflop/s, 3.1 to 4.9 GB/s)
gemv: 0.565728 seconds (0.112 Gnz/s, 0.449 Gflop/s, 3.0 to 4.7 GB/s)
gemv: 0.582159 seconds (0.109 Gnz/s, 0.436 Gflop/s, 3.0 to 4.6 GB/s)
gemv: 0.582532 seconds (0.109 Gnz/s, 0.436 Gflop/s, 3.0 to 4.6 GB/s)
gemv: 0.571483 seconds (0.111 Gnz/s, 0.444 Gflop/s, 3.0 to 4.7 GB/s)
gemv: 0.566490 seconds (0.112 Gnz/s, 0.448 Gflop/s, 3.0 to 4.7 GB/s)
