
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.006045 seconds (22.7 MB/s)
csr_from_coo: 0.042374 seconds, 6001 rows, 6001 columns, 2269501 nonzeros, 3 to 1503 nonzeros per row, 1 threads, 6001 to 6001 rows per thread, 2269501 to 2269501 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (5 L2 ways)
gemv (warmup): 0.000816 seconds (1.394 Gnz/s, 5.563 Gflop/s, 33.6 to 55.7 GB/s)
gemv (warmup): 0.000812 seconds (1.401 Gnz/s, 5.590 Gflop/s, 33.7 to 56.0 GB/s)
gemv (warmup): 0.000808 seconds (1.409 Gnz/s, 5.620 Gflop/s, 33.9 to 56.3 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.000806 seconds (1.412 Gnz/s, 5.634 Gflop/s, 34.0 to 56.5 GB/s)
gemv: 0.000848 seconds (1.342 Gnz/s, 5.355 Gflop/s, 32.3 to 53.7 GB/s)
gemv: 0.000810 seconds (1.404 Gnz/s, 5.601 Gflop/s, 33.8 to 56.1 GB/s)
gemv: 0.000801 seconds (1.421 Gnz/s, 5.669 Gflop/s, 34.2 to 56.8 GB/s)
gemv: 0.000808 seconds (1.408 Gnz/s, 5.616 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000853 seconds (1.334 Gnz/s, 5.322 Gflop/s, 32.1 to 53.3 GB/s)
gemv: 0.000812 seconds (1.401 Gnz/s, 5.591 Gflop/s, 33.7 to 56.0 GB/s)
gemv: 0.000810 seconds (1.405 Gnz/s, 5.604 Gflop/s, 33.8 to 56.2 GB/s)
gemv: 0.000813 seconds (1.399 Gnz/s, 5.580 Gflop/s, 33.7 to 55.9 GB/s)
gemv: 0.000802 seconds (1.418 Gnz/s, 5.658 Gflop/s, 34.1 to 56.7 GB/s)
gemv: 0.000813 seconds (1.400 Gnz/s, 5.586 Gflop/s, 33.7 to 56.0 GB/s)
gemv: 0.000808 seconds (1.409 Gnz/s, 5.619 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000818 seconds (1.390 Gnz/s, 5.547 Gflop/s, 33.5 to 55.6 GB/s)
gemv: 0.000804 seconds (1.415 Gnz/s, 5.647 Gflop/s, 34.1 to 56.6 GB/s)
gemv: 0.000805 seconds (1.413 Gnz/s, 5.639 Gflop/s, 34.0 to 56.5 GB/s)
gemv: 0.000804 seconds (1.414 Gnz/s, 5.643 Gflop/s, 34.0 to 56.5 GB/s)
gemv: 0.000801 seconds (1.420 Gnz/s, 5.663 Gflop/s, 34.2 to 56.8 GB/s)
gemv: 0.000807 seconds (1.409 Gnz/s, 5.622 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000847 seconds (1.343 Gnz/s, 5.359 Gflop/s, 32.3 to 53.7 GB/s)
gemv: 0.000808 seconds (1.407 Gnz/s, 5.615 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000803 seconds (1.416 Gnz/s, 5.650 Gflop/s, 34.1 to 56.6 GB/s)
gemv: 0.000808 seconds (1.409 Gnz/s, 5.620 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000810 seconds (1.405 Gnz/s, 5.607 Gflop/s, 33.8 to 56.2 GB/s)
gemv: 0.000822 seconds (1.385 Gnz/s, 5.524 Gflop/s, 33.3 to 55.4 GB/s)
gemv: 0.000807 seconds (1.411 Gnz/s, 5.627 Gflop/s, 33.9 to 56.4 GB/s)
gemv: 0.000812 seconds (1.402 Gnz/s, 5.593 Gflop/s, 33.7 to 56.0 GB/s)
gemv: 0.000811 seconds (1.403 Gnz/s, 5.598 Gflop/s, 33.8 to 56.1 GB/s)
gemv: 0.000810 seconds (1.404 Gnz/s, 5.601 Gflop/s, 33.8 to 56.1 GB/s)
gemv: 0.000809 seconds (1.406 Gnz/s, 5.610 Gflop/s, 33.8 to 56.2 GB/s)
gemv: 0.000812 seconds (1.400 Gnz/s, 5.587 Gflop/s, 33.7 to 56.0 GB/s)
gemv: 0.000811 seconds (1.404 Gnz/s, 5.599 Gflop/s, 33.8 to 56.1 GB/s)
gemv: 0.000807 seconds (1.410 Gnz/s, 5.624 Gflop/s, 33.9 to 56.4 GB/s)
gemv: 0.000845 seconds (1.346 Gnz/s, 5.371 Gflop/s, 32.4 to 53.8 GB/s)
gemv: 0.000816 seconds (1.394 Gnz/s, 5.560 Gflop/s, 33.5 to 55.7 GB/s)
gemv: 0.000820 seconds (1.388 Gnz/s, 5.538 Gflop/s, 33.4 to 55.5 GB/s)
gemv: 0.000806 seconds (1.411 Gnz/s, 5.629 Gflop/s, 34.0 to 56.4 GB/s)
gemv: 0.000807 seconds (1.409 Gnz/s, 5.623 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000801 seconds (1.420 Gnz/s, 5.665 Gflop/s, 34.2 to 56.8 GB/s)
gemv: 0.000809 seconds (1.406 Gnz/s, 5.609 Gflop/s, 33.8 to 56.2 GB/s)
gemv: 0.000806 seconds (1.411 Gnz/s, 5.629 Gflop/s, 34.0 to 56.4 GB/s)
gemv: 0.000814 seconds (1.397 Gnz/s, 5.574 Gflop/s, 33.6 to 55.9 GB/s)
gemv: 0.000817 seconds (1.393 Gnz/s, 5.556 Gflop/s, 33.5 to 55.7 GB/s)
gemv: 0.000813 seconds (1.399 Gnz/s, 5.580 Gflop/s, 33.7 to 55.9 GB/s)
gemv: 0.000806 seconds (1.412 Gnz/s, 5.635 Gflop/s, 34.0 to 56.5 GB/s)
gemv: 0.000808 seconds (1.409 Gnz/s, 5.619 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000807 seconds (1.409 Gnz/s, 5.622 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000809 seconds (1.407 Gnz/s, 5.613 Gflop/s, 33.9 to 56.2 GB/s)
gemv: 0.000804 seconds (1.415 Gnz/s, 5.644 Gflop/s, 34.0 to 56.6 GB/s)
gemv: 0.000807 seconds (1.409 Gnz/s, 5.622 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000839 seconds (1.357 Gnz/s, 5.412 Gflop/s, 32.6 to 54.2 GB/s)
gemv: 0.000805 seconds (1.413 Gnz/s, 5.637 Gflop/s, 34.0 to 56.5 GB/s)
gemv: 0.000801 seconds (1.421 Gnz/s, 5.667 Gflop/s, 34.2 to 56.8 GB/s)
gemv: 0.000814 seconds (1.398 Gnz/s, 5.578 Gflop/s, 33.6 to 55.9 GB/s)
gemv: 0.000808 seconds (1.408 Gnz/s, 5.615 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000835 seconds (1.362 Gnz/s, 5.433 Gflop/s, 32.8 to 54.4 GB/s)
gemv: 0.000815 seconds (1.397 Gnz/s, 5.572 Gflop/s, 33.6 to 55.8 GB/s)
gemv: 0.000804 seconds (1.416 Gnz/s, 5.647 Gflop/s, 34.1 to 56.6 GB/s)
gemv: 0.000823 seconds (1.382 Gnz/s, 5.515 Gflop/s, 33.3 to 55.3 GB/s)
gemv: 0.000806 seconds (1.411 Gnz/s, 5.629 Gflop/s, 34.0 to 56.4 GB/s)
gemv: 0.000810 seconds (1.405 Gnz/s, 5.605 Gflop/s, 33.8 to 56.2 GB/s)
gemv: 0.000804 seconds (1.415 Gnz/s, 5.645 Gflop/s, 34.0 to 56.6 GB/s)
gemv: 0.000810 seconds (1.405 Gnz/s, 5.605 Gflop/s, 33.8 to 56.2 GB/s)
gemv: 0.000807 seconds (1.410 Gnz/s, 5.627 Gflop/s, 33.9 to 56.4 GB/s)
gemv: 0.000810 seconds (1.404 Gnz/s, 5.602 Gflop/s, 33.8 to 56.1 GB/s)
gemv: 0.000803 seconds (1.416 Gnz/s, 5.650 Gflop/s, 34.1 to 56.6 GB/s)
gemv: 0.000809 seconds (1.407 Gnz/s, 5.612 Gflop/s, 33.8 to 56.2 GB/s)
gemv: 0.000813 seconds (1.399 Gnz/s, 5.583 Gflop/s, 33.7 to 55.9 GB/s)
gemv: 0.000808 seconds (1.409 Gnz/s, 5.621 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000832 seconds (1.368 Gnz/s, 5.457 Gflop/s, 32.9 to 54.7 GB/s)
gemv: 0.000813 seconds (1.399 Gnz/s, 5.580 Gflop/s, 33.7 to 55.9 GB/s)
gemv: 0.000850 seconds (1.338 Gnz/s, 5.337 Gflop/s, 32.2 to 53.5 GB/s)
gemv: 0.000806 seconds (1.412 Gnz/s, 5.631 Gflop/s, 34.0 to 56.4 GB/s)
gemv: 0.000804 seconds (1.415 Gnz/s, 5.646 Gflop/s, 34.1 to 56.6 GB/s)
gemv: 0.000808 seconds (1.408 Gnz/s, 5.618 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000839 seconds (1.356 Gnz/s, 5.409 Gflop/s, 32.6 to 54.2 GB/s)
gemv: 0.000811 seconds (1.403 Gnz/s, 5.599 Gflop/s, 33.8 to 56.1 GB/s)
gemv: 0.000809 seconds (1.406 Gnz/s, 5.608 Gflop/s, 33.8 to 56.2 GB/s)
gemv: 0.000807 seconds (1.409 Gnz/s, 5.621 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000810 seconds (1.404 Gnz/s, 5.602 Gflop/s, 33.8 to 56.1 GB/s)
gemv: 0.000826 seconds (1.378 Gnz/s, 5.496 Gflop/s, 33.2 to 55.1 GB/s)
gemv: 0.000833 seconds (1.365 Gnz/s, 5.447 Gflop/s, 32.9 to 54.6 GB/s)
gemv: 0.000813 seconds (1.400 Gnz/s, 5.586 Gflop/s, 33.7 to 56.0 GB/s)
gemv: 0.000804 seconds (1.415 Gnz/s, 5.646 Gflop/s, 34.1 to 56.6 GB/s)
gemv: 0.000810 seconds (1.404 Gnz/s, 5.603 Gflop/s, 33.8 to 56.1 GB/s)
gemv: 0.000808 seconds (1.408 Gnz/s, 5.616 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000808 seconds (1.409 Gnz/s, 5.619 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000814 seconds (1.397 Gnz/s, 5.573 Gflop/s, 33.6 to 55.8 GB/s)
gemv: 0.000805 seconds (1.413 Gnz/s, 5.637 Gflop/s, 34.0 to 56.5 GB/s)
gemv: 0.000833 seconds (1.366 Gnz/s, 5.450 Gflop/s, 32.9 to 54.6 GB/s)
gemv: 0.000808 seconds (1.407 Gnz/s, 5.615 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000820 seconds (1.388 Gnz/s, 5.538 Gflop/s, 33.4 to 55.5 GB/s)
gemv: 0.000804 seconds (1.414 Gnz/s, 5.642 Gflop/s, 34.0 to 56.5 GB/s)
gemv: 0.000804 seconds (1.415 Gnz/s, 5.645 Gflop/s, 34.0 to 56.6 GB/s)
gemv: 0.000835 seconds (1.363 Gnz/s, 5.439 Gflop/s, 32.8 to 54.5 GB/s)
gemv: 0.000806 seconds (1.411 Gnz/s, 5.628 Gflop/s, 33.9 to 56.4 GB/s)
gemv: 0.000814 seconds (1.397 Gnz/s, 5.574 Gflop/s, 33.6 to 55.9 GB/s)
gemv: 0.000807 seconds (1.410 Gnz/s, 5.625 Gflop/s, 33.9 to 56.4 GB/s)
gemv: 0.000808 seconds (1.408 Gnz/s, 5.617 Gflop/s, 33.9 to 56.3 GB/s)
gemv: 0.000812 seconds (1.400 Gnz/s, 5.587 Gflop/s, 33.7 to 56.0 GB/s)
gemv: 0.000808 seconds (1.407 Gnz/s, 5.615 Gflop/s, 33.9 to 56.3 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,162269000,197791559,603406,120377200,10690308,82,30431,10164,10976015,1.218912,2216.102383,0.067641,0.065630,30.546628,6.760700,5401.696685,0.176834,0.089252
total,-1,162269000,197791559,603406,120377200,10690308,82,30431,10164,10976015,1.218912,2216.102383,0.067641,0.065630,30.546628,6.760700,5401.696685,0.176834,0.089252
