
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 7.556834 seconds (28.9 MB/s)
csr_from_coo: 0.228801 seconds, 504855 rows, 504855 columns, 17588875 nonzeros, 20 to 40 nonzeros per row, 1 threads, 504855 to 504855 rows per thread, 17588875 to 17588875 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.019907 seconds (0.454 Gnz/s, 1.767 Gflop/s, 11.2 to 18.1 GB/s)
gemv (warmup): 0.020755 seconds (0.436 Gnz/s, 1.695 Gflop/s, 10.8 to 17.3 GB/s)
gemv (warmup): 0.021996 seconds (0.411 Gnz/s, 1.599 Gflop/s, 10.1 to 16.4 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.022787 seconds (0.397 Gnz/s, 1.544 Gflop/s, 9.8 to 15.8 GB/s)
gemv: 0.023896 seconds (0.379 Gnz/s, 1.472 Gflop/s, 9.3 to 15.1 GB/s)
gemv: 0.024004 seconds (0.377 Gnz/s, 1.465 Gflop/s, 9.3 to 15.0 GB/s)
gemv: 0.024192 seconds (0.374 Gnz/s, 1.454 Gflop/s, 9.2 to 14.9 GB/s)
gemv: 0.031807 seconds (0.284 Gnz/s, 1.106 Gflop/s, 7.0 to 11.3 GB/s)
gemv: 0.032093 seconds (0.282 Gnz/s, 1.096 Gflop/s, 7.0 to 11.2 GB/s)
gemv: 0.031953 seconds (0.283 Gnz/s, 1.101 Gflop/s, 7.0 to 11.3 GB/s)
gemv: 0.031980 seconds (0.283 Gnz/s, 1.100 Gflop/s, 7.0 to 11.3 GB/s)
gemv: 0.031901 seconds (0.284 Gnz/s, 1.103 Gflop/s, 7.0 to 11.3 GB/s)
gemv: 0.032169 seconds (0.281 Gnz/s, 1.094 Gflop/s, 6.9 to 11.2 GB/s)
gemv: 0.032600 seconds (0.278 Gnz/s, 1.079 Gflop/s, 6.8 to 11.0 GB/s)
gemv: 0.032272 seconds (0.280 Gnz/s, 1.090 Gflop/s, 6.9 to 11.2 GB/s)
gemv: 0.032202 seconds (0.281 Gnz/s, 1.092 Gflop/s, 6.9 to 11.2 GB/s)
gemv: 0.032326 seconds (0.280 Gnz/s, 1.088 Gflop/s, 6.9 to 11.1 GB/s)
gemv: 0.032033 seconds (0.282 Gnz/s, 1.098 Gflop/s, 7.0 to 11.2 GB/s)
gemv: 0.032045 seconds (0.282 Gnz/s, 1.098 Gflop/s, 7.0 to 11.2 GB/s)
gemv: 0.032042 seconds (0.282 Gnz/s, 1.098 Gflop/s, 7.0 to 11.2 GB/s)
gemv: 0.032205 seconds (0.281 Gnz/s, 1.092 Gflop/s, 6.9 to 11.2 GB/s)
gemv: 0.032201 seconds (0.281 Gnz/s, 1.092 Gflop/s, 6.9 to 11.2 GB/s)
gemv: 0.032763 seconds (0.276 Gnz/s, 1.074 Gflop/s, 6.8 to 11.0 GB/s)
gemv: 0.033044 seconds (0.274 Gnz/s, 1.065 Gflop/s, 6.8 to 10.9 GB/s)
gemv: 0.033269 seconds (0.272 Gnz/s, 1.057 Gflop/s, 6.7 to 10.8 GB/s)
gemv: 0.033107 seconds (0.273 Gnz/s, 1.063 Gflop/s, 6.7 to 10.9 GB/s)
gemv: 0.033028 seconds (0.274 Gnz/s, 1.065 Gflop/s, 6.8 to 10.9 GB/s)
gemv: 0.033130 seconds (0.273 Gnz/s, 1.062 Gflop/s, 6.7 to 10.9 GB/s)
gemv: 0.033207 seconds (0.272 Gnz/s, 1.059 Gflop/s, 6.7 to 10.8 GB/s)
gemv: 0.033105 seconds (0.273 Gnz/s, 1.063 Gflop/s, 6.7 to 10.9 GB/s)
gemv: 0.033133 seconds (0.273 Gnz/s, 1.062 Gflop/s, 6.7 to 10.9 GB/s)
gemv: 0.033226 seconds (0.272 Gnz/s, 1.059 Gflop/s, 6.7 to 10.8 GB/s)
gemv: 0.033152 seconds (0.273 Gnz/s, 1.061 Gflop/s, 6.7 to 10.9 GB/s)
gemv: 0.033285 seconds (0.272 Gnz/s, 1.057 Gflop/s, 6.7 to 10.8 GB/s)
gemv: 0.033192 seconds (0.273 Gnz/s, 1.060 Gflop/s, 6.7 to 10.8 GB/s)
gemv: 0.033511 seconds (0.270 Gnz/s, 1.050 Gflop/s, 6.7 to 10.7 GB/s)
gemv: 0.036411 seconds (0.248 Gnz/s, 0.966 Gflop/s, 6.1 to 9.9 GB/s)
gemv: 0.037119 seconds (0.244 Gnz/s, 0.948 Gflop/s, 6.0 to 9.7 GB/s)
gemv: 0.036693 seconds (0.247 Gnz/s, 0.959 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.036723 seconds (0.246 Gnz/s, 0.958 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.036712 seconds (0.246 Gnz/s, 0.958 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.037003 seconds (0.244 Gnz/s, 0.951 Gflop/s, 6.0 to 9.7 GB/s)
gemv: 0.036816 seconds (0.246 Gnz/s, 0.956 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.036754 seconds (0.246 Gnz/s, 0.957 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.036638 seconds (0.247 Gnz/s, 0.960 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.036695 seconds (0.247 Gnz/s, 0.959 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.036803 seconds (0.246 Gnz/s, 0.956 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.036500 seconds (0.248 Gnz/s, 0.964 Gflop/s, 6.1 to 9.9 GB/s)
gemv: 0.036444 seconds (0.248 Gnz/s, 0.965 Gflop/s, 6.1 to 9.9 GB/s)
gemv: 0.036508 seconds (0.248 Gnz/s, 0.964 Gflop/s, 6.1 to 9.9 GB/s)
gemv: 0.036399 seconds (0.249 Gnz/s, 0.966 Gflop/s, 6.1 to 9.9 GB/s)
gemv: 0.038067 seconds (0.238 Gnz/s, 0.924 Gflop/s, 5.9 to 9.5 GB/s)
gemv: 0.037031 seconds (0.244 Gnz/s, 0.950 Gflop/s, 6.0 to 9.7 GB/s)
gemv: 0.037051 seconds (0.244 Gnz/s, 0.949 Gflop/s, 6.0 to 9.7 GB/s)
gemv: 0.036994 seconds (0.245 Gnz/s, 0.951 Gflop/s, 6.0 to 9.7 GB/s)
gemv: 0.036989 seconds (0.245 Gnz/s, 0.951 Gflop/s, 6.0 to 9.7 GB/s)
gemv: 0.036884 seconds (0.245 Gnz/s, 0.954 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.036851 seconds (0.245 Gnz/s, 0.955 Gflop/s, 6.1 to 9.8 GB/s)
