matrix,time
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037544
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037544
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037544
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037544
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037544
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037544
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037544
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037544
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037544
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037544
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037544
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 1.037545
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425615
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425615
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425615
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425615
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425615
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425615
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425615
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425615
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425615
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425615
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425615
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AG-Monien/wave.mtx, 0.425616
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876765
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876766
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876766
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876766
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876766
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876765
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876767
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876766
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876765
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876765
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876767
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876766
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876766
/home/ru37geh/mtx/suitesparse/AMD/G3_circuit.mtx, 1.876766
