
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.442486 seconds (24.7 MB/s)
csr_from_coo: 0.026051 seconds, 253096 rows, 253096 columns, 1209404 nonzeros, 1 to 60 nonzeros per row, 1 threads, 253096 to 253096 rows per thread, 1209404 to 1209404 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (6 L2 ways)
gemv (warmup): 0.007407 seconds (0.082 Gnz/s, 0.327 Gflop/s, 2.8 to 3.8 GB/s)
gemv (warmup): 0.007166 seconds (0.084 Gnz/s, 0.338 Gflop/s, 2.9 to 3.9 GB/s)
gemv (warmup): 0.007175 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.007209 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007185 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007195 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007164 seconds (0.084 Gnz/s, 0.338 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007188 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007195 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007186 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007174 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007193 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007202 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007189 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007172 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007194 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007199 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007186 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007186 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007197 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007191 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007176 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007190 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007199 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007193 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007181 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007205 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007204 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007195 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007181 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007208 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007208 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007184 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007201 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007212 seconds (0.084 Gnz/s, 0.335 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007217 seconds (0.084 Gnz/s, 0.335 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007173 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007195 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007202 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007192 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007182 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007208 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007209 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007203 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007183 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007207 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007214 seconds (0.084 Gnz/s, 0.335 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007185 seconds (0.084 Gnz/s, 0.337 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007207 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007201 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007209 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007194 seconds (0.084 Gnz/s, 0.336 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007210 seconds (0.084 Gnz/s, 0.335 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007213 seconds (0.084 Gnz/s, 0.335 Gflop/s, 2.9 to 3.9 GB/s)
gemv: 0.007213 seconds (0.084 Gnz/s, 0.335 Gflop/s, 2.9 to 3.9 GB/s)
