
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.450203 seconds (24.5 MB/s)
csr_from_coo: 0.027888 seconds, 252266 rows, 252266 columns, 1230482 nonzeros, 1 to 76 nonzeros per row, 1 threads, 252266 to 252266 rows per thread, 1230482 to 1230482 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (6 L2 ways)
gemv (warmup): 0.008397 seconds (0.073 Gnz/s, 0.293 Gflop/s, 2.5 to 3.4 GB/s)
gemv (warmup): 0.008190 seconds (0.075 Gnz/s, 0.301 Gflop/s, 2.5 to 3.5 GB/s)
gemv (warmup): 0.008191 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.008217 seconds (0.075 Gnz/s, 0.299 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008182 seconds (0.075 Gnz/s, 0.301 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008211 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008199 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008196 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008209 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008215 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008208 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008208 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008208 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008221 seconds (0.075 Gnz/s, 0.299 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008212 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008213 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008202 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008211 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008209 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008210 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008213 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008221 seconds (0.075 Gnz/s, 0.299 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008192 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008209 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008216 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008212 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008214 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008223 seconds (0.075 Gnz/s, 0.299 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008195 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008207 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008207 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008218 seconds (0.075 Gnz/s, 0.299 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008209 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008204 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008197 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008205 seconds (0.075 Gnz/s, 0.300 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008229 seconds (0.075 Gnz/s, 0.299 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008256 seconds (0.075 Gnz/s, 0.298 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008261 seconds (0.074 Gnz/s, 0.298 Gflop/s, 2.5 to 3.5 GB/s)
gemv: 0.008260 seconds (0.074 Gnz/s, 0.298 Gflop/s, 2.5 to 3.5 GB/s)
