
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 2.064747 seconds (27.3 MB/s)
csr_from_coo: 0.181186 seconds, 66463 rows, 66463 columns, 10352819 nonzeros, 4 to 66395 nonzeros per row, 1 threads, 66463 to 66463 rows per thread, 10352819 to 10352819 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.005872 seconds (0.887 Gnz/s, 3.526 Gflop/s, 21.4 to 35.4 GB/s)
gemv (warmup): 0.005918 seconds (0.880 Gnz/s, 3.499 Gflop/s, 21.3 to 35.2 GB/s)
gemv (warmup): 0.006535 seconds (0.797 Gnz/s, 3.168 Gflop/s, 19.3 to 31.8 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.006630 seconds (0.786 Gnz/s, 3.123 Gflop/s, 19.0 to 31.4 GB/s)
gemv: 0.006561 seconds (0.794 Gnz/s, 3.156 Gflop/s, 19.2 to 31.7 GB/s)
gemv: 0.006759 seconds (0.771 Gnz/s, 3.064 Gflop/s, 18.6 to 30.8 GB/s)
gemv: 0.006798 seconds (0.766 Gnz/s, 3.046 Gflop/s, 18.5 to 30.6 GB/s)
gemv: 0.006894 seconds (0.756 Gnz/s, 3.003 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.007103 seconds (0.733 Gnz/s, 2.915 Gflop/s, 17.7 to 29.3 GB/s)
gemv: 0.007448 seconds (0.699 Gnz/s, 2.780 Gflop/s, 16.9 to 27.9 GB/s)
gemv: 0.007477 seconds (0.697 Gnz/s, 2.769 Gflop/s, 16.8 to 27.8 GB/s)
gemv: 0.007423 seconds (0.702 Gnz/s, 2.789 Gflop/s, 17.0 to 28.0 GB/s)
gemv: 0.007414 seconds (0.703 Gnz/s, 2.793 Gflop/s, 17.0 to 28.1 GB/s)
gemv: 0.007458 seconds (0.699 Gnz/s, 2.776 Gflop/s, 16.9 to 27.9 GB/s)
gemv: 0.007559 seconds (0.689 Gnz/s, 2.739 Gflop/s, 16.6 to 27.5 GB/s)
gemv: 0.007524 seconds (0.692 Gnz/s, 2.752 Gflop/s, 16.7 to 27.7 GB/s)
gemv: 0.007577 seconds (0.688 Gnz/s, 2.733 Gflop/s, 16.6 to 27.5 GB/s)
