
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 4.523748 seconds (27.2 MB/s)
csr_from_coo: 0.116847 seconds, 181302 rows, 181302 columns, 7839010 nonzeros, 12 to 110 nonzeros per row, 1 threads, 181302 to 181302 rows per thread, 7839010 to 7839010 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (4 L2 ways)
gemv (warmup): 0.008939 seconds (0.449 Gnz/s, 1.754 Gflop/s, 11.0 to 17.9 GB/s)
gemv (warmup): 0.008476 seconds (0.473 Gnz/s, 1.850 Gflop/s, 11.6 to 18.8 GB/s)
gemv (warmup): 0.008458 seconds (0.474 Gnz/s, 1.854 Gflop/s, 11.6 to 18.9 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.008513 seconds (0.471 Gnz/s, 1.842 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008485 seconds (0.473 Gnz/s, 1.848 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008484 seconds (0.473 Gnz/s, 1.848 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008496 seconds (0.472 Gnz/s, 1.845 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008496 seconds (0.472 Gnz/s, 1.845 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008493 seconds (0.472 Gnz/s, 1.846 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008480 seconds (0.473 Gnz/s, 1.849 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008483 seconds (0.473 Gnz/s, 1.848 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008500 seconds (0.472 Gnz/s, 1.844 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008487 seconds (0.473 Gnz/s, 1.847 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008487 seconds (0.473 Gnz/s, 1.847 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008493 seconds (0.472 Gnz/s, 1.846 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008495 seconds (0.472 Gnz/s, 1.846 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008476 seconds (0.473 Gnz/s, 1.850 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008494 seconds (0.472 Gnz/s, 1.846 Gflop/s, 11.6 to 18.8 GB/s)
gemv: 0.008533 seconds (0.470 Gnz/s, 1.837 Gflop/s, 11.5 to 18.7 GB/s)
gemv: 0.008544 seconds (0.469 Gnz/s, 1.835 Gflop/s, 11.5 to 18.7 GB/s)
gemv: 0.008541 seconds (0.470 Gnz/s, 1.836 Gflop/s, 11.5 to 18.7 GB/s)
gemv: 0.008546 seconds (0.469 Gnz/s, 1.835 Gflop/s, 11.5 to 18.7 GB/s)
gemv: 0.008549 seconds (0.469 Gnz/s, 1.834 Gflop/s, 11.5 to 18.7 GB/s)
