
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 2.448373 seconds (28.9 MB/s)
csr_from_coo: 0.174094 seconds, 199187 rows, 199187 columns, 11708077 nonzeros, 18 to 144 nonzeros per row, 1 threads, 199187 to 199187 rows per thread, 11708077 to 11708077 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (12 L2 ways)
gemv (warmup): 0.010405 seconds (0.572 Gnz/s, 2.250 Gflop/s, 14.0 to 22.8 GB/s)
gemv (warmup): 0.010430 seconds (0.571 Gnz/s, 2.245 Gflop/s, 13.9 to 22.8 GB/s)
gemv (warmup): 0.010469 seconds (0.569 Gnz/s, 2.237 Gflop/s, 13.9 to 22.7 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.010479 seconds (0.568 Gnz/s, 2.234 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.010440 seconds (0.570 Gnz/s, 2.243 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010433 seconds (0.571 Gnz/s, 2.244 Gflop/s, 13.9 to 22.8 GB/s)
gemv: 0.010433 seconds (0.571 Gnz/s, 2.244 Gflop/s, 13.9 to 22.8 GB/s)
gemv: 0.010464 seconds (0.569 Gnz/s, 2.238 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010438 seconds (0.570 Gnz/s, 2.243 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010446 seconds (0.570 Gnz/s, 2.242 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010437 seconds (0.570 Gnz/s, 2.244 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010444 seconds (0.570 Gnz/s, 2.242 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010438 seconds (0.570 Gnz/s, 2.243 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010438 seconds (0.570 Gnz/s, 2.243 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010439 seconds (0.570 Gnz/s, 2.243 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010460 seconds (0.569 Gnz/s, 2.239 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010458 seconds (0.569 Gnz/s, 2.239 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010466 seconds (0.569 Gnz/s, 2.237 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010449 seconds (0.570 Gnz/s, 2.241 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010483 seconds (0.568 Gnz/s, 2.234 Gflop/s, 13.9 to 22.6 GB/s)
gemv: 0.010459 seconds (0.569 Gnz/s, 2.239 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010477 seconds (0.568 Gnz/s, 2.235 Gflop/s, 13.9 to 22.7 GB/s)
gemv: 0.010509 seconds (0.567 Gnz/s, 2.228 Gflop/s, 13.8 to 22.6 GB/s)
