
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 2.039320 seconds (25.6 MB/s)
csr_from_coo: 0.034738 seconds, 30412 rows, 30412 columns, 1793881 nonzeros, 4 to 214 nonzeros per row, 1 threads, 30412 to 30412 rows per thread, 1793881 to 1793881 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (12 L2 ways)
gemv (warmup): 0.001734 seconds (1.035 Gnz/s, 2.069 Gflop/s, 12.8 to 21.0 GB/s)
gemv (warmup): 0.001703 seconds (1.053 Gnz/s, 2.106 Gflop/s, 13.1 to 21.3 GB/s)
gemv (warmup): 0.001703 seconds (1.054 Gnz/s, 2.107 Gflop/s, 13.1 to 21.4 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.001715 seconds (1.046 Gnz/s, 2.092 Gflop/s, 13.0 to 21.2 GB/s)
gemv: 0.001739 seconds (1.032 Gnz/s, 2.063 Gflop/s, 12.8 to 20.9 GB/s)
gemv: 0.001708 seconds (1.050 Gnz/s, 2.101 Gflop/s, 13.0 to 21.3 GB/s)
gemv: 0.001702 seconds (1.054 Gnz/s, 2.108 Gflop/s, 13.1 to 21.4 GB/s)
gemv: 0.001701 seconds (1.055 Gnz/s, 2.109 Gflop/s, 13.1 to 21.4 GB/s)
gemv: 0.001699 seconds (1.056 Gnz/s, 2.112 Gflop/s, 13.1 to 21.4 GB/s)
gemv: 0.001720 seconds (1.043 Gnz/s, 2.086 Gflop/s, 12.9 to 21.1 GB/s)
gemv: 0.001710 seconds (1.049 Gnz/s, 2.098 Gflop/s, 13.0 to 21.3 GB/s)
gemv: 0.001703 seconds (1.053 Gnz/s, 2.107 Gflop/s, 13.1 to 21.4 GB/s)
