
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.527997 seconds (32.2 MB/s)
csr_from_coo: 0.047978 seconds, 392257 rows, 392257 columns, 2741935 nonzeros, 4 to 9 nonzeros per row, 1 threads, 392257 to 392257 rows per thread, 2741935 to 2741935 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (9 L2 ways)
gemv (warmup): 0.008540 seconds (0.184 Gnz/s, 0.642 Gflop/s, 5.0 to 7.2 GB/s)
gemv (warmup): 0.008621 seconds (0.182 Gnz/s, 0.636 Gflop/s, 4.9 to 7.1 GB/s)
gemv (warmup): 0.008632 seconds (0.182 Gnz/s, 0.635 Gflop/s, 4.9 to 7.1 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.008653 seconds (0.181 Gnz/s, 0.634 Gflop/s, 4.9 to 7.1 GB/s)
gemv: 0.008619 seconds (0.182 Gnz/s, 0.636 Gflop/s, 4.9 to 7.1 GB/s)
gemv: 0.008648 seconds (0.181 Gnz/s, 0.634 Gflop/s, 4.9 to 7.1 GB/s)
gemv: 0.008638 seconds (0.181 Gnz/s, 0.635 Gflop/s, 4.9 to 7.1 GB/s)
gemv: 0.008653 seconds (0.181 Gnz/s, 0.634 Gflop/s, 4.9 to 7.1 GB/s)
gemv: 0.008651 seconds (0.181 Gnz/s, 0.634 Gflop/s, 4.9 to 7.1 GB/s)
gemv: 0.008665 seconds (0.181 Gnz/s, 0.633 Gflop/s, 4.9 to 7.1 GB/s)
gemv: 0.008673 seconds (0.181 Gnz/s, 0.632 Gflop/s, 4.9 to 7.0 GB/s)
gemv: 0.008677 seconds (0.181 Gnz/s, 0.632 Gflop/s, 4.9 to 7.0 GB/s)
gemv: 0.008660 seconds (0.181 Gnz/s, 0.633 Gflop/s, 4.9 to 7.1 GB/s)
