
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.825543 seconds (28.1 MB/s)
csr_from_coo: 0.041484 seconds, 50000 rows, 50000 columns, 1548988 nonzeros, 6 to 56 nonzeros per row, 1 threads, 50000 to 50000 rows per thread, 1548988 to 1548988 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (9 L2 ways)
gemv (warmup): 0.003815 seconds (0.210 Gnz/s, 0.812 Gflop/s, 5.2 to 8.3 GB/s)
gemv (warmup): 0.003584 seconds (0.223 Gnz/s, 0.864 Gflop/s, 5.5 to 8.9 GB/s)
gemv (warmup): 0.003576 seconds (0.224 Gnz/s, 0.866 Gflop/s, 5.5 to 8.9 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.003617 seconds (0.221 Gnz/s, 0.857 Gflop/s, 5.5 to 8.8 GB/s)
gemv: 0.003584 seconds (0.223 Gnz/s, 0.864 Gflop/s, 5.5 to 8.9 GB/s)
gemv: 0.003572 seconds (0.224 Gnz/s, 0.867 Gflop/s, 5.5 to 8.9 GB/s)
gemv: 0.003592 seconds (0.223 Gnz/s, 0.863 Gflop/s, 5.5 to 8.8 GB/s)
gemv: 0.003578 seconds (0.223 Gnz/s, 0.866 Gflop/s, 5.5 to 8.9 GB/s)
gemv: 0.003556 seconds (0.225 Gnz/s, 0.871 Gflop/s, 5.6 to 8.9 GB/s)
gemv: 0.003576 seconds (0.224 Gnz/s, 0.866 Gflop/s, 5.5 to 8.9 GB/s)
gemv: 0.003577 seconds (0.224 Gnz/s, 0.866 Gflop/s, 5.5 to 8.9 GB/s)
gemv: 0.003588 seconds (0.223 Gnz/s, 0.863 Gflop/s, 5.5 to 8.9 GB/s)
gemv: 0.003574 seconds (0.224 Gnz/s, 0.867 Gflop/s, 5.5 to 8.9 GB/s)
gemv: 0.003560 seconds (0.225 Gnz/s, 0.870 Gflop/s, 5.6 to 8.9 GB/s)
gemv: 0.003579 seconds (0.223 Gnz/s, 0.866 Gflop/s, 5.5 to 8.9 GB/s)
gemv: 0.003581 seconds (0.223 Gnz/s, 0.865 Gflop/s, 5.5 to 8.9 GB/s)
gemv: 0.003548 seconds (0.225 Gnz/s, 0.873 Gflop/s, 5.6 to 9.0 GB/s)
gemv: 0.003577 seconds (0.223 Gnz/s, 0.866 Gflop/s, 5.5 to 8.9 GB/s)
gemv: 0.003581 seconds (0.223 Gnz/s, 0.865 Gflop/s, 5.5 to 8.9 GB/s)
gemv: 0.003591 seconds (0.223 Gnz/s, 0.863 Gflop/s, 5.5 to 8.9 GB/s)
gemv: 0.003592 seconds (0.223 Gnz/s, 0.862 Gflop/s, 5.5 to 8.8 GB/s)
gemv: 0.003583 seconds (0.223 Gnz/s, 0.865 Gflop/s, 5.5 to 8.9 GB/s)
gemv: 0.003593 seconds (0.222 Gnz/s, 0.862 Gflop/s, 5.5 to 8.8 GB/s)
gemv: 0.003586 seconds (0.223 Gnz/s, 0.864 Gflop/s, 5.5 to 8.9 GB/s)
