
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 9.786298 seconds (24.1 MB/s)
csr_from_coo: 0.207296 seconds, 181343 rows, 181343 columns, 11063545 nonzeros, 15 to 3441 nonzeros per row, 1 threads, 181343 to 181343 rows per thread, 11063545 to 11063545 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (6 L2 ways)
gemv (warmup): 0.012636 seconds (0.876 Gnz/s, 1.751 Gflop/s, 10.9 to 17.7 GB/s)
gemv (warmup): 0.012293 seconds (0.900 Gnz/s, 1.800 Gflop/s, 11.2 to 18.2 GB/s)
gemv (warmup): 0.012296 seconds (0.900 Gnz/s, 1.800 Gflop/s, 11.2 to 18.2 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.012326 seconds (0.898 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012325 seconds (0.898 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012306 seconds (0.899 Gnz/s, 1.798 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012313 seconds (0.899 Gnz/s, 1.797 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012323 seconds (0.898 Gnz/s, 1.796 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012302 seconds (0.899 Gnz/s, 1.799 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012310 seconds (0.899 Gnz/s, 1.798 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012302 seconds (0.899 Gnz/s, 1.799 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012321 seconds (0.898 Gnz/s, 1.796 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012312 seconds (0.899 Gnz/s, 1.797 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012305 seconds (0.899 Gnz/s, 1.798 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012311 seconds (0.899 Gnz/s, 1.797 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012320 seconds (0.898 Gnz/s, 1.796 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012308 seconds (0.899 Gnz/s, 1.798 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012316 seconds (0.898 Gnz/s, 1.797 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012306 seconds (0.899 Gnz/s, 1.798 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012304 seconds (0.899 Gnz/s, 1.798 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012319 seconds (0.898 Gnz/s, 1.796 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012313 seconds (0.899 Gnz/s, 1.797 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012314 seconds (0.898 Gnz/s, 1.797 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012309 seconds (0.899 Gnz/s, 1.798 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012321 seconds (0.898 Gnz/s, 1.796 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012315 seconds (0.898 Gnz/s, 1.797 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012340 seconds (0.897 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012323 seconds (0.898 Gnz/s, 1.796 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012336 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012335 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012322 seconds (0.898 Gnz/s, 1.796 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012327 seconds (0.897 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012334 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012333 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012320 seconds (0.898 Gnz/s, 1.796 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012324 seconds (0.898 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012333 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012331 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012333 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012326 seconds (0.898 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012330 seconds (0.897 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012349 seconds (0.896 Gnz/s, 1.792 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012326 seconds (0.898 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012329 seconds (0.897 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012356 seconds (0.895 Gnz/s, 1.791 Gflop/s, 11.1 to 18.1 GB/s)
gemv: 0.012349 seconds (0.896 Gnz/s, 1.792 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012325 seconds (0.898 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012339 seconds (0.897 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012342 seconds (0.896 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012329 seconds (0.897 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012345 seconds (0.896 Gnz/s, 1.792 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012336 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012338 seconds (0.897 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012334 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012340 seconds (0.897 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012343 seconds (0.896 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012342 seconds (0.896 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012325 seconds (0.898 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012334 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012329 seconds (0.897 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012341 seconds (0.896 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012330 seconds (0.897 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012331 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012322 seconds (0.898 Gnz/s, 1.796 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012348 seconds (0.896 Gnz/s, 1.792 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012331 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012336 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012328 seconds (0.897 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012343 seconds (0.896 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012343 seconds (0.896 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012324 seconds (0.898 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012329 seconds (0.897 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012340 seconds (0.897 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012328 seconds (0.897 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012354 seconds (0.896 Gnz/s, 1.791 Gflop/s, 11.1 to 18.1 GB/s)
gemv: 0.012330 seconds (0.897 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012334 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012332 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012333 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012322 seconds (0.898 Gnz/s, 1.796 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012341 seconds (0.896 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012338 seconds (0.897 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012331 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012327 seconds (0.898 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012326 seconds (0.898 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012346 seconds (0.896 Gnz/s, 1.792 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012334 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012345 seconds (0.896 Gnz/s, 1.792 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012322 seconds (0.898 Gnz/s, 1.796 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012352 seconds (0.896 Gnz/s, 1.791 Gflop/s, 11.1 to 18.1 GB/s)
gemv: 0.012329 seconds (0.897 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012338 seconds (0.897 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012323 seconds (0.898 Gnz/s, 1.796 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012344 seconds (0.896 Gnz/s, 1.793 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012351 seconds (0.896 Gnz/s, 1.792 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012335 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012323 seconds (0.898 Gnz/s, 1.796 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012336 seconds (0.897 Gnz/s, 1.794 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012327 seconds (0.898 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012330 seconds (0.897 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
gemv: 0.012324 seconds (0.898 Gnz/s, 1.795 Gflop/s, 11.1 to 18.2 GB/s)
