
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 15.856739 seconds (31.1 MB/s)
csr_from_coo: 0.192914 seconds, 2707524 rows, 2707524 columns, 14810202 nonzeros, 2 to 27 nonzeros per row, 1 threads, 2707524 to 2707524 rows per thread, 14810202 to 14810202 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.057752 seconds (0.256 Gnz/s, 0.513 Gflop/s, 4.2 to 5.9 GB/s)
gemv (warmup): 0.058918 seconds (0.251 Gnz/s, 0.503 Gflop/s, 4.1 to 5.8 GB/s)
gemv (warmup): 0.058969 seconds (0.251 Gnz/s, 0.502 Gflop/s, 4.1 to 5.8 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.059044 seconds (0.251 Gnz/s, 0.502 Gflop/s, 4.1 to 5.8 GB/s)
gemv: 0.059421 seconds (0.249 Gnz/s, 0.498 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059566 seconds (0.249 Gnz/s, 0.497 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059644 seconds (0.248 Gnz/s, 0.497 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059699 seconds (0.248 Gnz/s, 0.496 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059737 seconds (0.248 Gnz/s, 0.496 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059727 seconds (0.248 Gnz/s, 0.496 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059740 seconds (0.248 Gnz/s, 0.496 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059736 seconds (0.248 Gnz/s, 0.496 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059758 seconds (0.248 Gnz/s, 0.496 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059744 seconds (0.248 Gnz/s, 0.496 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059752 seconds (0.248 Gnz/s, 0.496 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059738 seconds (0.248 Gnz/s, 0.496 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059753 seconds (0.248 Gnz/s, 0.496 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059775 seconds (0.248 Gnz/s, 0.496 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059778 seconds (0.248 Gnz/s, 0.496 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059814 seconds (0.248 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059784 seconds (0.248 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059768 seconds (0.248 Gnz/s, 0.496 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059801 seconds (0.248 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059802 seconds (0.248 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059799 seconds (0.248 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059820 seconds (0.248 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059794 seconds (0.248 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059813 seconds (0.248 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059818 seconds (0.248 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059802 seconds (0.248 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059828 seconds (0.248 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059834 seconds (0.248 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.060047 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060071 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060070 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060073 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059963 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059954 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059947 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059787 seconds (0.248 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.059934 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060002 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060019 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060027 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060039 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060025 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060011 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060015 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060024 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060077 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060103 seconds (0.246 Gnz/s, 0.493 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060072 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060004 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060007 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060000 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060045 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060036 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059934 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059947 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059944 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059945 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059961 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060006 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060033 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060028 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059960 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060071 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060093 seconds (0.246 Gnz/s, 0.493 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060102 seconds (0.246 Gnz/s, 0.493 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060060 seconds (0.247 Gnz/s, 0.493 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060163 seconds (0.246 Gnz/s, 0.492 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060296 seconds (0.246 Gnz/s, 0.491 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060280 seconds (0.246 Gnz/s, 0.491 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060254 seconds (0.246 Gnz/s, 0.492 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060180 seconds (0.246 Gnz/s, 0.492 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060202 seconds (0.246 Gnz/s, 0.492 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060175 seconds (0.246 Gnz/s, 0.492 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060190 seconds (0.246 Gnz/s, 0.492 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060194 seconds (0.246 Gnz/s, 0.492 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060195 seconds (0.246 Gnz/s, 0.492 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060307 seconds (0.246 Gnz/s, 0.491 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060327 seconds (0.245 Gnz/s, 0.491 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060291 seconds (0.246 Gnz/s, 0.491 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060298 seconds (0.246 Gnz/s, 0.491 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060307 seconds (0.246 Gnz/s, 0.491 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060286 seconds (0.246 Gnz/s, 0.491 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060283 seconds (0.246 Gnz/s, 0.491 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060295 seconds (0.246 Gnz/s, 0.491 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060283 seconds (0.246 Gnz/s, 0.491 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.060228 seconds (0.246 Gnz/s, 0.492 Gflop/s, 4.0 to 5.6 GB/s)
gemv: 0.059873 seconds (0.247 Gnz/s, 0.495 Gflop/s, 4.1 to 5.7 GB/s)
gemv: 0.060011 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060011 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060007 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059981 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059963 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059991 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059987 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059980 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059996 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060020 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.059996 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
gemv: 0.060008 seconds (0.247 Gnz/s, 0.494 Gflop/s, 4.0 to 5.7 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,10408504560,13220054541,270755706,2807204400,115797927,8729948,1097881,452967,139323898,1.270120,2198.848671,0.013386,0.010976,5.236318,45.033916,1912.686623,0.365273,6.012262
total,-1,10408504560,13220054541,270755706,2807204400,115797927,8729948,1097881,452967,139323898,1.270120,2198.848671,0.013386,0.010976,5.236318,45.033916,1912.686623,0.365273,6.012262
