
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.601206 seconds (26.6 MB/s)
csr_from_coo: 0.041811 seconds, 54924 rows, 54924 columns, 2962152 nonzeros, 36 to 270 nonzeros per row, 1 threads, 54924 to 54924 rows per thread, 2962152 to 2962152 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (10 L2 ways)
gemv (warmup): 0.002270 seconds (0.665 Gnz/s, 2.610 Gflop/s, 16.2 to 26.5 GB/s)
gemv (warmup): 0.002207 seconds (0.684 Gnz/s, 2.685 Gflop/s, 16.7 to 27.2 GB/s)
gemv (warmup): 0.002205 seconds (0.684 Gnz/s, 2.687 Gflop/s, 16.7 to 27.3 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.002244 seconds (0.672 Gnz/s, 2.640 Gflop/s, 16.4 to 26.8 GB/s)
gemv: 0.002208 seconds (0.683 Gnz/s, 2.683 Gflop/s, 16.7 to 27.2 GB/s)
gemv: 0.002206 seconds (0.684 Gnz/s, 2.685 Gflop/s, 16.7 to 27.3 GB/s)
gemv: 0.002207 seconds (0.684 Gnz/s, 2.684 Gflop/s, 16.7 to 27.2 GB/s)
gemv: 0.002221 seconds (0.679 Gnz/s, 2.667 Gflop/s, 16.6 to 27.1 GB/s)
gemv: 0.002207 seconds (0.684 Gnz/s, 2.684 Gflop/s, 16.7 to 27.2 GB/s)
gemv: 0.002205 seconds (0.684 Gnz/s, 2.687 Gflop/s, 16.7 to 27.3 GB/s)
gemv: 0.002206 seconds (0.684 Gnz/s, 2.685 Gflop/s, 16.7 to 27.3 GB/s)
gemv: 0.002220 seconds (0.679 Gnz/s, 2.668 Gflop/s, 16.6 to 27.1 GB/s)
