
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.238841 seconds (22.9 MB/s)
csr_from_coo: 0.033564 seconds, 46994 rows, 46994 columns, 1499460 nonzeros, 4 to 162 nonzeros per row, 1 threads, 46994 to 46994 rows per thread, 1499460 to 1499460 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (12 L2 ways)
gemv (warmup): 0.002620 seconds (0.572 Gnz/s, 1.145 Gflop/s, 7.3 to 11.7 GB/s)
gemv (warmup): 0.002565 seconds (0.585 Gnz/s, 1.169 Gflop/s, 7.5 to 12.0 GB/s)
gemv (warmup): 0.002563 seconds (0.585 Gnz/s, 1.170 Gflop/s, 7.5 to 12.0 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.002567 seconds (0.584 Gnz/s, 1.168 Gflop/s, 7.5 to 12.0 GB/s)
gemv: 0.002581 seconds (0.581 Gnz/s, 1.162 Gflop/s, 7.4 to 11.9 GB/s)
gemv: 0.002564 seconds (0.585 Gnz/s, 1.170 Gflop/s, 7.5 to 12.0 GB/s)
gemv: 0.002565 seconds (0.585 Gnz/s, 1.169 Gflop/s, 7.5 to 12.0 GB/s)
gemv: 0.002578 seconds (0.582 Gnz/s, 1.163 Gflop/s, 7.4 to 11.9 GB/s)
gemv: 0.002566 seconds (0.584 Gnz/s, 1.169 Gflop/s, 7.5 to 12.0 GB/s)
gemv: 0.002564 seconds (0.585 Gnz/s, 1.170 Gflop/s, 7.5 to 12.0 GB/s)
gemv: 0.002560 seconds (0.586 Gnz/s, 1.171 Gflop/s, 7.5 to 12.0 GB/s)
gemv: 0.002581 seconds (0.581 Gnz/s, 1.162 Gflop/s, 7.4 to 11.9 GB/s)
