matrix,time
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783650
/home/ru37geh/mtx/suitesparse/AG-Monien/debr.mtx, 0.783649
