
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 6.806582 seconds (25.4 MB/s)
csr_from_coo: 0.198432 seconds, 240369 rows, 240369 columns, 10661631 nonzeros, 17 to 361 nonzeros per row, 1 threads, 240369 to 240369 rows per thread, 10661631 to 10661631 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (9 L2 ways, 2 L1 ways)
gemv (warmup): 0.022120 seconds (0.246 Gnz/s, 0.964 Gflop/s, 6.0 to 9.8 GB/s)
gemv (warmup): 0.022037 seconds (0.247 Gnz/s, 0.968 Gflop/s, 6.1 to 9.9 GB/s)
gemv (warmup): 0.022012 seconds (0.248 Gnz/s, 0.969 Gflop/s, 6.1 to 9.9 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.022063 seconds (0.247 Gnz/s, 0.966 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.022067 seconds (0.247 Gnz/s, 0.966 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.022046 seconds (0.247 Gnz/s, 0.967 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.022074 seconds (0.247 Gnz/s, 0.966 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.022050 seconds (0.247 Gnz/s, 0.967 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.022077 seconds (0.247 Gnz/s, 0.966 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.022074 seconds (0.247 Gnz/s, 0.966 Gflop/s, 6.1 to 9.8 GB/s)
gemv: 0.022082 seconds (0.247 Gnz/s, 0.966 Gflop/s, 6.1 to 9.8 GB/s)
