
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 8.486193 seconds (28.8 MB/s)
csr_from_coo: 0.285702 seconds, 185639 rows, 185639 columns, 15011265 nonzeros, 13 to 662 nonzeros per row, 1 threads, 185639 to 185639 rows per thread, 15011265 to 15011265 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (6 L2 ways)
gemv (warmup): 0.012675 seconds (0.599 Gnz/s, 2.369 Gflop/s, 14.6 to 23.9 GB/s)
gemv (warmup): 0.012482 seconds (0.609 Gnz/s, 2.405 Gflop/s, 14.8 to 24.3 GB/s)
gemv (warmup): 0.012509 seconds (0.607 Gnz/s, 2.400 Gflop/s, 14.8 to 24.2 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.012493 seconds (0.608 Gnz/s, 2.403 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012497 seconds (0.608 Gnz/s, 2.402 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012542 seconds (0.606 Gnz/s, 2.394 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012486 seconds (0.609 Gnz/s, 2.405 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012502 seconds (0.608 Gnz/s, 2.401 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012538 seconds (0.606 Gnz/s, 2.395 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012510 seconds (0.607 Gnz/s, 2.400 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012491 seconds (0.608 Gnz/s, 2.404 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012500 seconds (0.608 Gnz/s, 2.402 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012521 seconds (0.607 Gnz/s, 2.398 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012472 seconds (0.609 Gnz/s, 2.407 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012487 seconds (0.609 Gnz/s, 2.404 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012494 seconds (0.608 Gnz/s, 2.403 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012505 seconds (0.608 Gnz/s, 2.401 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012494 seconds (0.608 Gnz/s, 2.403 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012497 seconds (0.608 Gnz/s, 2.402 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012491 seconds (0.608 Gnz/s, 2.403 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012514 seconds (0.607 Gnz/s, 2.399 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012494 seconds (0.608 Gnz/s, 2.403 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012517 seconds (0.607 Gnz/s, 2.398 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012497 seconds (0.608 Gnz/s, 2.402 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012530 seconds (0.606 Gnz/s, 2.396 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012532 seconds (0.606 Gnz/s, 2.396 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012474 seconds (0.609 Gnz/s, 2.407 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012514 seconds (0.607 Gnz/s, 2.399 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012495 seconds (0.608 Gnz/s, 2.403 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012527 seconds (0.607 Gnz/s, 2.397 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012514 seconds (0.607 Gnz/s, 2.399 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012537 seconds (0.606 Gnz/s, 2.395 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012516 seconds (0.607 Gnz/s, 2.399 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012537 seconds (0.606 Gnz/s, 2.395 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012505 seconds (0.608 Gnz/s, 2.401 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012559 seconds (0.605 Gnz/s, 2.391 Gflop/s, 14.7 to 24.1 GB/s)
gemv: 0.012556 seconds (0.605 Gnz/s, 2.391 Gflop/s, 14.7 to 24.1 GB/s)
gemv: 0.012515 seconds (0.607 Gnz/s, 2.399 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012519 seconds (0.607 Gnz/s, 2.398 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012530 seconds (0.606 Gnz/s, 2.396 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012543 seconds (0.606 Gnz/s, 2.394 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012532 seconds (0.606 Gnz/s, 2.396 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012527 seconds (0.607 Gnz/s, 2.397 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012498 seconds (0.608 Gnz/s, 2.402 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012528 seconds (0.607 Gnz/s, 2.396 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012508 seconds (0.607 Gnz/s, 2.400 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012527 seconds (0.607 Gnz/s, 2.397 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012498 seconds (0.608 Gnz/s, 2.402 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012516 seconds (0.607 Gnz/s, 2.399 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012516 seconds (0.607 Gnz/s, 2.399 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012532 seconds (0.606 Gnz/s, 2.396 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012506 seconds (0.608 Gnz/s, 2.401 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012523 seconds (0.607 Gnz/s, 2.397 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012522 seconds (0.607 Gnz/s, 2.398 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012511 seconds (0.607 Gnz/s, 2.400 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012514 seconds (0.607 Gnz/s, 2.399 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012518 seconds (0.607 Gnz/s, 2.398 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012585 seconds (0.604 Gnz/s, 2.386 Gflop/s, 14.7 to 24.1 GB/s)
gemv: 0.012529 seconds (0.606 Gnz/s, 2.396 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012485 seconds (0.609 Gnz/s, 2.405 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012515 seconds (0.607 Gnz/s, 2.399 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012556 seconds (0.605 Gnz/s, 2.391 Gflop/s, 14.7 to 24.1 GB/s)
gemv: 0.012509 seconds (0.607 Gnz/s, 2.400 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012529 seconds (0.606 Gnz/s, 2.396 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012504 seconds (0.608 Gnz/s, 2.401 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012503 seconds (0.608 Gnz/s, 2.401 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012505 seconds (0.608 Gnz/s, 2.401 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012533 seconds (0.606 Gnz/s, 2.395 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012514 seconds (0.607 Gnz/s, 2.399 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012543 seconds (0.606 Gnz/s, 2.394 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012515 seconds (0.607 Gnz/s, 2.399 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012501 seconds (0.608 Gnz/s, 2.402 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012511 seconds (0.607 Gnz/s, 2.400 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012537 seconds (0.606 Gnz/s, 2.395 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012493 seconds (0.608 Gnz/s, 2.403 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012498 seconds (0.608 Gnz/s, 2.402 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012542 seconds (0.606 Gnz/s, 2.394 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012504 seconds (0.608 Gnz/s, 2.401 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012518 seconds (0.607 Gnz/s, 2.398 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012549 seconds (0.605 Gnz/s, 2.392 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012523 seconds (0.607 Gnz/s, 2.397 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012499 seconds (0.608 Gnz/s, 2.402 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012527 seconds (0.607 Gnz/s, 2.397 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012504 seconds (0.608 Gnz/s, 2.401 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012535 seconds (0.606 Gnz/s, 2.395 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012523 seconds (0.607 Gnz/s, 2.397 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012525 seconds (0.607 Gnz/s, 2.397 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012506 seconds (0.608 Gnz/s, 2.401 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012524 seconds (0.607 Gnz/s, 2.397 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012508 seconds (0.607 Gnz/s, 2.400 Gflop/s, 14.8 to 24.2 GB/s)
gemv: 0.012529 seconds (0.606 Gnz/s, 2.396 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012537 seconds (0.606 Gnz/s, 2.395 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012529 seconds (0.606 Gnz/s, 2.396 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012526 seconds (0.607 Gnz/s, 2.397 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012500 seconds (0.608 Gnz/s, 2.402 Gflop/s, 14.8 to 24.3 GB/s)
gemv: 0.012542 seconds (0.606 Gnz/s, 2.394 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012544 seconds (0.606 Gnz/s, 2.393 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012533 seconds (0.606 Gnz/s, 2.396 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012532 seconds (0.606 Gnz/s, 2.396 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012539 seconds (0.606 Gnz/s, 2.394 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012524 seconds (0.607 Gnz/s, 2.397 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012517 seconds (0.607 Gnz/s, 2.399 Gflop/s, 14.7 to 24.2 GB/s)
gemv: 0.012491 seconds (0.608 Gnz/s, 2.404 Gflop/s, 14.8 to 24.3 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,1899964123,2783266088,18567206,927933000,72334564,488384,357085,105583,102192799,1.464905,2199.963457,0.053787,0.037828,14.642018,14.675986,2948.522231,0.201374,1.265142
total,-1,1899964123,2783266088,18567206,927933000,72334564,488384,357085,105583,102192799,1.464905,2199.963457,0.053787,0.037828,14.642018,14.675986,2948.522231,0.201374,1.265142
