
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.660701 seconds (24.5 MB/s)
csr_from_coo: 0.021986 seconds, 169422 rows, 169422 columns, 1279274 nonzeros, 2 to 39937 nonzeros per row, 1 threads, 169422 to 169422 rows per thread, 1279274 to 1279274 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (10 L2 ways)
gemv (warmup): 0.003802 seconds (0.191 Gnz/s, 0.673 Gflop/s, 5.1 to 7.4 GB/s)
gemv (warmup): 0.003787 seconds (0.191 Gnz/s, 0.676 Gflop/s, 5.1 to 7.5 GB/s)
gemv (warmup): 0.003753 seconds (0.193 Gnz/s, 0.682 Gflop/s, 5.2 to 7.5 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.003759 seconds (0.193 Gnz/s, 0.681 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003771 seconds (0.192 Gnz/s, 0.678 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003748 seconds (0.193 Gnz/s, 0.683 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003775 seconds (0.192 Gnz/s, 0.678 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003750 seconds (0.193 Gnz/s, 0.682 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003752 seconds (0.193 Gnz/s, 0.682 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003767 seconds (0.192 Gnz/s, 0.679 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003758 seconds (0.193 Gnz/s, 0.681 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003762 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003791 seconds (0.191 Gnz/s, 0.675 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003761 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003782 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003763 seconds (0.192 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003757 seconds (0.193 Gnz/s, 0.681 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003778 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003768 seconds (0.192 Gnz/s, 0.679 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003775 seconds (0.192 Gnz/s, 0.678 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003763 seconds (0.192 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003763 seconds (0.192 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003777 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003759 seconds (0.193 Gnz/s, 0.681 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003782 seconds (0.192 Gnz/s, 0.676 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003762 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003764 seconds (0.192 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003778 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003763 seconds (0.192 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003767 seconds (0.192 Gnz/s, 0.679 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003771 seconds (0.192 Gnz/s, 0.679 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003761 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003783 seconds (0.191 Gnz/s, 0.676 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003760 seconds (0.193 Gnz/s, 0.681 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003760 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003778 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003758 seconds (0.193 Gnz/s, 0.681 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003786 seconds (0.191 Gnz/s, 0.676 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003761 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003759 seconds (0.193 Gnz/s, 0.681 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003778 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003760 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003780 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003763 seconds (0.192 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003762 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003782 seconds (0.192 Gnz/s, 0.676 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003757 seconds (0.193 Gnz/s, 0.681 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003782 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003763 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003759 seconds (0.193 Gnz/s, 0.681 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003780 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003761 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003763 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003780 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003764 seconds (0.192 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003781 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003762 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003761 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003771 seconds (0.192 Gnz/s, 0.678 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003762 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003780 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003769 seconds (0.192 Gnz/s, 0.679 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003756 seconds (0.193 Gnz/s, 0.681 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003777 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003763 seconds (0.192 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003778 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003762 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003761 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003788 seconds (0.191 Gnz/s, 0.676 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003763 seconds (0.192 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003758 seconds (0.193 Gnz/s, 0.681 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003782 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003761 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003776 seconds (0.192 Gnz/s, 0.678 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003761 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003757 seconds (0.193 Gnz/s, 0.681 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003775 seconds (0.192 Gnz/s, 0.678 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003772 seconds (0.192 Gnz/s, 0.678 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003777 seconds (0.192 Gnz/s, 0.677 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003762 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003760 seconds (0.193 Gnz/s, 0.681 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003774 seconds (0.192 Gnz/s, 0.678 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003765 seconds (0.192 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
gemv: 0.003775 seconds (0.192 Gnz/s, 0.678 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003772 seconds (0.192 Gnz/s, 0.678 Gflop/s, 5.1 to 7.5 GB/s)
gemv: 0.003762 seconds (0.193 Gnz/s, 0.680 Gflop/s, 5.2 to 7.5 GB/s)
