
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 13.474595 seconds (27.5 MB/s)
csr_from_coo: 0.575319 seconds, 589446 rows, 589446 columns, 21758924 nonzeros, 12 to 106 nonzeros per row, 1 threads, 589446 to 589446 rows per thread, 21758924 to 21758924 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (7 L2 ways)
gemv (warmup): 0.044788 seconds (0.249 Gnz/s, 0.972 Gflop/s, 6.1 to 9.9 GB/s)
gemv (warmup): 0.047209 seconds (0.237 Gnz/s, 0.922 Gflop/s, 5.8 to 9.4 GB/s)
gemv (warmup): 0.047980 seconds (0.233 Gnz/s, 0.907 Gflop/s, 5.7 to 9.3 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.047977 seconds (0.233 Gnz/s, 0.907 Gflop/s, 5.7 to 9.3 GB/s)
gemv: 0.047971 seconds (0.233 Gnz/s, 0.907 Gflop/s, 5.7 to 9.3 GB/s)
gemv: 0.048040 seconds (0.233 Gnz/s, 0.906 Gflop/s, 5.7 to 9.3 GB/s)
gemv: 0.047991 seconds (0.233 Gnz/s, 0.907 Gflop/s, 5.7 to 9.3 GB/s)
gemv: 0.047981 seconds (0.233 Gnz/s, 0.907 Gflop/s, 5.7 to 9.3 GB/s)
gemv: 0.048076 seconds (0.232 Gnz/s, 0.905 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048054 seconds (0.233 Gnz/s, 0.906 Gflop/s, 5.7 to 9.3 GB/s)
gemv: 0.048057 seconds (0.233 Gnz/s, 0.906 Gflop/s, 5.7 to 9.3 GB/s)
gemv: 0.048324 seconds (0.231 Gnz/s, 0.901 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048643 seconds (0.230 Gnz/s, 0.895 Gflop/s, 5.7 to 9.1 GB/s)
gemv: 0.048581 seconds (0.230 Gnz/s, 0.896 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048548 seconds (0.230 Gnz/s, 0.896 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048516 seconds (0.230 Gnz/s, 0.897 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048487 seconds (0.230 Gnz/s, 0.898 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048456 seconds (0.231 Gnz/s, 0.898 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048487 seconds (0.230 Gnz/s, 0.898 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048445 seconds (0.231 Gnz/s, 0.898 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048489 seconds (0.230 Gnz/s, 0.897 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048427 seconds (0.231 Gnz/s, 0.899 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048575 seconds (0.230 Gnz/s, 0.896 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048533 seconds (0.230 Gnz/s, 0.897 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048541 seconds (0.230 Gnz/s, 0.897 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048530 seconds (0.230 Gnz/s, 0.897 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048544 seconds (0.230 Gnz/s, 0.896 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048502 seconds (0.230 Gnz/s, 0.897 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048494 seconds (0.230 Gnz/s, 0.897 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048500 seconds (0.230 Gnz/s, 0.897 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048489 seconds (0.230 Gnz/s, 0.897 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048470 seconds (0.231 Gnz/s, 0.898 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048672 seconds (0.230 Gnz/s, 0.894 Gflop/s, 5.7 to 9.1 GB/s)
gemv: 0.048590 seconds (0.230 Gnz/s, 0.896 Gflop/s, 5.7 to 9.2 GB/s)
gemv: 0.048663 seconds (0.230 Gnz/s, 0.894 Gflop/s, 5.7 to 9.1 GB/s)
gemv: 0.048638 seconds (0.230 Gnz/s, 0.895 Gflop/s, 5.7 to 9.1 GB/s)
gemv: 0.048656 seconds (0.230 Gnz/s, 0.894 Gflop/s, 5.7 to 9.1 GB/s)
gemv: 0.048670 seconds (0.230 Gnz/s, 0.894 Gflop/s, 5.7 to 9.1 GB/s)
gemv: 0.048630 seconds (0.230 Gnz/s, 0.895 Gflop/s, 5.7 to 9.1 GB/s)
gemv: 0.048670 seconds (0.230 Gnz/s, 0.894 Gflop/s, 5.7 to 9.1 GB/s)
gemv: 0.048612 seconds (0.230 Gnz/s, 0.895 Gflop/s, 5.7 to 9.1 GB/s)
gemv: 0.048661 seconds (0.230 Gnz/s, 0.894 Gflop/s, 5.7 to 9.1 GB/s)
gemv: 0.048919 seconds (0.228 Gnz/s, 0.890 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048947 seconds (0.228 Gnz/s, 0.889 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048821 seconds (0.229 Gnz/s, 0.891 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048826 seconds (0.229 Gnz/s, 0.891 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048812 seconds (0.229 Gnz/s, 0.892 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048799 seconds (0.229 Gnz/s, 0.892 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048804 seconds (0.229 Gnz/s, 0.892 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048777 seconds (0.229 Gnz/s, 0.892 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048810 seconds (0.229 Gnz/s, 0.892 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048800 seconds (0.229 Gnz/s, 0.892 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048841 seconds (0.229 Gnz/s, 0.891 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048814 seconds (0.229 Gnz/s, 0.892 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048759 seconds (0.229 Gnz/s, 0.893 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048826 seconds (0.229 Gnz/s, 0.891 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048736 seconds (0.229 Gnz/s, 0.893 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048755 seconds (0.229 Gnz/s, 0.893 Gflop/s, 5.6 to 9.1 GB/s)
gemv: 0.048682 seconds (0.230 Gnz/s, 0.894 Gflop/s, 5.7 to 9.1 GB/s)
gemv: 0.048738 seconds (0.229 Gnz/s, 0.893 Gflop/s, 5.6 to 9.1 GB/s)
