
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 2.488262 seconds (28.8 MB/s)
csr_from_coo: 0.068298 seconds, 79171 rows, 79171 columns, 4352105 nonzeros, 20 to 81 nonzeros per row, 1 threads, 79171 to 79171 rows per thread, 4352105 to 4352105 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.004911 seconds (0.451 Gnz/s, 1.772 Gflop/s, 11.0 to 18.0 GB/s)
gemv (warmup): 0.004998 seconds (0.443 Gnz/s, 1.742 Gflop/s, 10.8 to 17.7 GB/s)
gemv (warmup): 0.004958 seconds (0.447 Gnz/s, 1.756 Gflop/s, 10.9 to 17.8 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.005118 seconds (0.433 Gnz/s, 1.701 Gflop/s, 10.6 to 17.3 GB/s)
gemv: 0.005135 seconds (0.431 Gnz/s, 1.695 Gflop/s, 10.5 to 17.2 GB/s)
gemv: 0.005137 seconds (0.431 Gnz/s, 1.695 Gflop/s, 10.5 to 17.2 GB/s)
gemv: 0.005118 seconds (0.433 Gnz/s, 1.701 Gflop/s, 10.6 to 17.3 GB/s)
gemv: 0.005198 seconds (0.426 Gnz/s, 1.674 Gflop/s, 10.4 to 17.0 GB/s)
gemv: 0.005203 seconds (0.426 Gnz/s, 1.673 Gflop/s, 10.4 to 17.0 GB/s)
gemv: 0.005207 seconds (0.426 Gnz/s, 1.672 Gflop/s, 10.4 to 17.0 GB/s)
gemv: 0.005223 seconds (0.424 Gnz/s, 1.666 Gflop/s, 10.4 to 16.9 GB/s)
gemv: 0.005186 seconds (0.427 Gnz/s, 1.678 Gflop/s, 10.4 to 17.0 GB/s)
