
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 33.325297 seconds (28.3 MB/s)
csr_from_coo: 3.157777 seconds, 4847571 rows, 4847571 columns, 68993773 nonzeros, 0 to 20293 nonzeros per row, 1 threads, 4847571 to 4847571 rows per thread, 68993773 to 68993773 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (12 L2 ways)
gemv (warmup): 0.701402 seconds (0.098 Gnz/s, 0.197 Gflop/s, 1.3 to 2.1 GB/s)
gemv (warmup): 0.721675 seconds (0.096 Gnz/s, 0.191 Gflop/s, 1.3 to 2.0 GB/s)
gemv (warmup): 0.722528 seconds (0.095 Gnz/s, 0.191 Gflop/s, 1.3 to 2.0 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.728931 seconds (0.095 Gnz/s, 0.189 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.742223 seconds (0.093 Gnz/s, 0.186 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.740754 seconds (0.093 Gnz/s, 0.186 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739560 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739721 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739758 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739607 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739829 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.738661 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739157 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.738946 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739127 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739475 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739567 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739698 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739772 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739556 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739153 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739095 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739159 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739386 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739338 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739435 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
gemv: 0.739222 seconds (0.093 Gnz/s, 0.187 Gflop/s, 1.3 to 2.0 GB/s)
