
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.177559 seconds (26.3 MB/s)
csr_from_coo: 0.037011 seconds, 8140 rows, 8140 columns, 2016902 nonzeros, 1 to 1526 nonzeros per row, 1 threads, 8140 to 8140 rows per thread, 2016902 to 2016902 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (4 L2 ways)
gemv (warmup): 0.000884 seconds (1.146 Gnz/s, 4.565 Gflop/s, 27.6 to 45.8 GB/s)
gemv (warmup): 0.000872 seconds (1.162 Gnz/s, 4.628 Gflop/s, 28.0 to 46.4 GB/s)
gemv (warmup): 0.000868 seconds (1.166 Gnz/s, 4.645 Gflop/s, 28.1 to 46.6 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.000897 seconds (1.129 Gnz/s, 4.498 Gflop/s, 27.2 to 45.1 GB/s)
gemv: 0.000873 seconds (1.160 Gnz/s, 4.620 Gflop/s, 27.9 to 46.3 GB/s)
gemv: 0.000871 seconds (1.162 Gnz/s, 4.630 Gflop/s, 28.0 to 46.4 GB/s)
gemv: 0.000870 seconds (1.163 Gnz/s, 4.634 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000870 seconds (1.164 Gnz/s, 4.635 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000868 seconds (1.167 Gnz/s, 4.647 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000873 seconds (1.159 Gnz/s, 4.618 Gflop/s, 27.9 to 46.3 GB/s)
gemv: 0.000872 seconds (1.162 Gnz/s, 4.628 Gflop/s, 28.0 to 46.4 GB/s)
gemv: 0.000872 seconds (1.162 Gnz/s, 4.628 Gflop/s, 28.0 to 46.4 GB/s)
gemv: 0.000871 seconds (1.162 Gnz/s, 4.630 Gflop/s, 28.0 to 46.4 GB/s)
gemv: 0.000873 seconds (1.159 Gnz/s, 4.619 Gflop/s, 27.9 to 46.3 GB/s)
gemv: 0.000896 seconds (1.129 Gnz/s, 4.500 Gflop/s, 27.2 to 45.1 GB/s)
gemv: 0.000869 seconds (1.165 Gnz/s, 4.642 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000869 seconds (1.165 Gnz/s, 4.643 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000871 seconds (1.162 Gnz/s, 4.631 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000870 seconds (1.164 Gnz/s, 4.637 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000870 seconds (1.164 Gnz/s, 4.638 Gflop/s, 28.1 to 46.5 GB/s)
gemv: 0.000871 seconds (1.162 Gnz/s, 4.631 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000873 seconds (1.160 Gnz/s, 4.620 Gflop/s, 27.9 to 46.3 GB/s)
gemv: 0.000907 seconds (1.116 Gnz/s, 4.448 Gflop/s, 26.9 to 44.6 GB/s)
gemv: 0.000871 seconds (1.162 Gnz/s, 4.630 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000882 seconds (1.149 Gnz/s, 4.576 Gflop/s, 27.7 to 45.9 GB/s)
gemv: 0.000871 seconds (1.162 Gnz/s, 4.631 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000871 seconds (1.162 Gnz/s, 4.629 Gflop/s, 28.0 to 46.4 GB/s)
gemv: 0.000873 seconds (1.160 Gnz/s, 4.620 Gflop/s, 27.9 to 46.3 GB/s)
gemv: 0.000870 seconds (1.164 Gnz/s, 4.636 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000870 seconds (1.164 Gnz/s, 4.638 Gflop/s, 28.1 to 46.5 GB/s)
gemv: 0.000882 seconds (1.148 Gnz/s, 4.572 Gflop/s, 27.7 to 45.9 GB/s)
gemv: 0.000872 seconds (1.162 Gnz/s, 4.628 Gflop/s, 28.0 to 46.4 GB/s)
gemv: 0.000869 seconds (1.165 Gnz/s, 4.640 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000870 seconds (1.164 Gnz/s, 4.637 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000896 seconds (1.130 Gnz/s, 4.503 Gflop/s, 27.2 to 45.2 GB/s)
gemv: 0.000881 seconds (1.150 Gnz/s, 4.581 Gflop/s, 27.7 to 46.0 GB/s)
gemv: 0.000870 seconds (1.163 Gnz/s, 4.635 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000870 seconds (1.163 Gnz/s, 4.634 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000906 seconds (1.118 Gnz/s, 4.454 Gflop/s, 26.9 to 44.7 GB/s)
gemv: 0.000907 seconds (1.117 Gnz/s, 4.450 Gflop/s, 26.9 to 44.6 GB/s)
gemv: 0.000874 seconds (1.159 Gnz/s, 4.616 Gflop/s, 27.9 to 46.3 GB/s)
gemv: 0.000872 seconds (1.161 Gnz/s, 4.625 Gflop/s, 28.0 to 46.4 GB/s)
gemv: 0.000870 seconds (1.164 Gnz/s, 4.638 Gflop/s, 28.1 to 46.5 GB/s)
gemv: 0.000873 seconds (1.159 Gnz/s, 4.618 Gflop/s, 27.9 to 46.3 GB/s)
gemv: 0.000871 seconds (1.163 Gnz/s, 4.633 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000920 seconds (1.100 Gnz/s, 4.382 Gflop/s, 26.5 to 44.0 GB/s)
gemv: 0.000869 seconds (1.165 Gnz/s, 4.641 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000874 seconds (1.158 Gnz/s, 4.614 Gflop/s, 27.9 to 46.3 GB/s)
gemv: 0.000868 seconds (1.167 Gnz/s, 4.649 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000868 seconds (1.166 Gnz/s, 4.646 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000871 seconds (1.163 Gnz/s, 4.631 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000870 seconds (1.164 Gnz/s, 4.636 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000869 seconds (1.165 Gnz/s, 4.639 Gflop/s, 28.1 to 46.5 GB/s)
gemv: 0.000872 seconds (1.162 Gnz/s, 4.628 Gflop/s, 28.0 to 46.4 GB/s)
gemv: 0.000870 seconds (1.164 Gnz/s, 4.637 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000889 seconds (1.139 Gnz/s, 4.537 Gflop/s, 27.4 to 45.5 GB/s)
gemv: 0.000876 seconds (1.155 Gnz/s, 4.603 Gflop/s, 27.8 to 46.2 GB/s)
gemv: 0.000868 seconds (1.167 Gnz/s, 4.648 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000875 seconds (1.157 Gnz/s, 4.608 Gflop/s, 27.9 to 46.2 GB/s)
gemv: 0.000868 seconds (1.166 Gnz/s, 4.646 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000872 seconds (1.161 Gnz/s, 4.627 Gflop/s, 28.0 to 46.4 GB/s)
gemv: 0.000872 seconds (1.161 Gnz/s, 4.624 Gflop/s, 28.0 to 46.4 GB/s)
gemv: 0.000868 seconds (1.166 Gnz/s, 4.646 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000869 seconds (1.166 Gnz/s, 4.644 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000868 seconds (1.166 Gnz/s, 4.646 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000908 seconds (1.115 Gnz/s, 4.442 Gflop/s, 26.9 to 44.6 GB/s)
gemv: 0.000917 seconds (1.104 Gnz/s, 4.399 Gflop/s, 26.6 to 44.1 GB/s)
gemv: 0.000868 seconds (1.166 Gnz/s, 4.646 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000868 seconds (1.166 Gnz/s, 4.646 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000870 seconds (1.164 Gnz/s, 4.637 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000869 seconds (1.165 Gnz/s, 4.640 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000873 seconds (1.160 Gnz/s, 4.621 Gflop/s, 27.9 to 46.4 GB/s)
gemv: 0.000870 seconds (1.164 Gnz/s, 4.635 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000868 seconds (1.167 Gnz/s, 4.648 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000870 seconds (1.164 Gnz/s, 4.638 Gflop/s, 28.0 to 46.5 GB/s)
gemv: 0.000869 seconds (1.165 Gnz/s, 4.643 Gflop/s, 28.1 to 46.6 GB/s)
gemv: 0.000886 seconds (1.142 Gnz/s, 4.551 Gflop/s, 27.5 to 45.7 GB/s)
gemv: 0.000867 seconds (1.168 Gnz/s, 4.654 Gflop/s, 28.1 to 46.7 GB/s)
gemv: 0.000867 seconds (1.168 Gnz/s, 4.654 Gflop/s, 28.2 to 46.7 GB/s)
gemv: 0.000867 seconds (1.168 Gnz/s, 4.653 Gflop/s, 28.1 to 46.7 GB/s)
