
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.806765 seconds (21.4 MB/s)
csr_from_coo: 0.023189 seconds, 182730 rows, 182730 columns, 1641672 nonzeros, 2 to 11 nonzeros per row, 1 threads, 182730 to 182730 rows per thread, 1641672 to 1641672 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (2 L2 ways)
gemv (warmup): 0.004127 seconds (0.215 Gnz/s, 0.796 Gflop/s, 5.8 to 8.7 GB/s)
gemv (warmup): 0.004015 seconds (0.221 Gnz/s, 0.818 Gflop/s, 6.0 to 8.9 GB/s)
gemv (warmup): 0.003988 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.004004 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004002 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003991 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003989 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004000 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003989 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003989 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003989 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004000 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004002 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003989 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004002 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003989 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003989 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003999 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003988 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003991 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004000 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003989 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003999 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004000 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003989 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003989 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004002 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003992 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003989 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004000 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003991 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003989 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004000 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004001 seconds (0.221 Gnz/s, 0.821 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003990 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003989 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004003 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003993 seconds (0.222 Gnz/s, 0.822 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004002 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003992 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003991 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004002 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003993 seconds (0.222 Gnz/s, 0.822 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004003 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003993 seconds (0.222 Gnz/s, 0.822 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003992 seconds (0.222 Gnz/s, 0.822 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004003 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003992 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004003 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003994 seconds (0.222 Gnz/s, 0.822 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003992 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004003 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003991 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004002 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003993 seconds (0.222 Gnz/s, 0.822 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004003 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003993 seconds (0.222 Gnz/s, 0.822 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.003991 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004003 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003992 seconds (0.222 Gnz/s, 0.823 Gflop/s, 6.0 to 9.0 GB/s)
gemv: 0.004004 seconds (0.221 Gnz/s, 0.820 Gflop/s, 6.0 to 8.9 GB/s)
gemv: 0.003992 seconds (0.222 Gnz/s, 0.822 Gflop/s, 6.0 to 9.0 GB/s)
