
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 2.678720 seconds (30.1 MB/s)
csr_from_coo: 0.094700 seconds, 97569 rows, 97569 columns, 5156379 nonzeros, 17 to 494 nonzeros per row, 1 threads, 97569 to 97569 rows per thread, 5156379 to 5156379 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.006078 seconds (0.432 Gnz/s, 1.697 Gflop/s, 10.6 to 17.2 GB/s)
gemv (warmup): 0.006156 seconds (0.427 Gnz/s, 1.675 Gflop/s, 10.4 to 17.0 GB/s)
gemv (warmup): 0.006364 seconds (0.413 Gnz/s, 1.620 Gflop/s, 10.1 to 16.4 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.006398 seconds (0.411 Gnz/s, 1.612 Gflop/s, 10.0 to 16.4 GB/s)
gemv: 0.006356 seconds (0.413 Gnz/s, 1.623 Gflop/s, 10.1 to 16.5 GB/s)
gemv: 0.006399 seconds (0.411 Gnz/s, 1.612 Gflop/s, 10.0 to 16.4 GB/s)
gemv: 0.006391 seconds (0.411 Gnz/s, 1.614 Gflop/s, 10.0 to 16.4 GB/s)
gemv: 0.006562 seconds (0.400 Gnz/s, 1.572 Gflop/s, 9.8 to 16.0 GB/s)
gemv: 0.006606 seconds (0.398 Gnz/s, 1.561 Gflop/s, 9.7 to 15.8 GB/s)
gemv: 0.006576 seconds (0.399 Gnz/s, 1.568 Gflop/s, 9.8 to 15.9 GB/s)
gemv: 0.006552 seconds (0.401 Gnz/s, 1.574 Gflop/s, 9.8 to 16.0 GB/s)
gemv: 0.006561 seconds (0.400 Gnz/s, 1.572 Gflop/s, 9.8 to 16.0 GB/s)
gemv: 0.006558 seconds (0.401 Gnz/s, 1.572 Gflop/s, 9.8 to 16.0 GB/s)
gemv: 0.006622 seconds (0.397 Gnz/s, 1.557 Gflop/s, 9.7 to 15.8 GB/s)
gemv: 0.006682 seconds (0.393 Gnz/s, 1.543 Gflop/s, 9.6 to 15.7 GB/s)
gemv: 0.006628 seconds (0.396 Gnz/s, 1.556 Gflop/s, 9.7 to 15.8 GB/s)
gemv: 0.006588 seconds (0.399 Gnz/s, 1.565 Gflop/s, 9.7 to 15.9 GB/s)
gemv: 0.006615 seconds (0.397 Gnz/s, 1.559 Gflop/s, 9.7 to 15.8 GB/s)
gemv: 0.006617 seconds (0.397 Gnz/s, 1.558 Gflop/s, 9.7 to 15.8 GB/s)
gemv: 0.006645 seconds (0.395 Gnz/s, 1.552 Gflop/s, 9.7 to 15.8 GB/s)
gemv: 0.006645 seconds (0.395 Gnz/s, 1.552 Gflop/s, 9.7 to 15.8 GB/s)
gemv: 0.006707 seconds (0.392 Gnz/s, 1.538 Gflop/s, 9.6 to 15.6 GB/s)
gemv: 0.006730 seconds (0.390 Gnz/s, 1.532 Gflop/s, 9.5 to 15.6 GB/s)
gemv: 0.006692 seconds (0.393 Gnz/s, 1.541 Gflop/s, 9.6 to 15.6 GB/s)
gemv: 0.006732 seconds (0.390 Gnz/s, 1.532 Gflop/s, 9.5 to 15.6 GB/s)
gemv: 0.006717 seconds (0.391 Gnz/s, 1.535 Gflop/s, 9.6 to 15.6 GB/s)
gemv: 0.006684 seconds (0.393 Gnz/s, 1.543 Gflop/s, 9.6 to 15.7 GB/s)
gemv: 0.006706 seconds (0.392 Gnz/s, 1.538 Gflop/s, 9.6 to 15.6 GB/s)
gemv: 0.006726 seconds (0.391 Gnz/s, 1.533 Gflop/s, 9.5 to 15.6 GB/s)
gemv: 0.007956 seconds (0.330 Gnz/s, 1.296 Gflop/s, 8.1 to 13.2 GB/s)
gemv: 0.009617 seconds (0.273 Gnz/s, 1.072 Gflop/s, 6.7 to 10.9 GB/s)
gemv: 0.009614 seconds (0.273 Gnz/s, 1.073 Gflop/s, 6.7 to 10.9 GB/s)
gemv: 0.009640 seconds (0.273 Gnz/s, 1.070 Gflop/s, 6.7 to 10.9 GB/s)
gemv: 0.009652 seconds (0.272 Gnz/s, 1.068 Gflop/s, 6.7 to 10.8 GB/s)
gemv: 0.009610 seconds (0.273 Gnz/s, 1.073 Gflop/s, 6.7 to 10.9 GB/s)
gemv: 0.009599 seconds (0.274 Gnz/s, 1.074 Gflop/s, 6.7 to 10.9 GB/s)
gemv: 0.009564 seconds (0.275 Gnz/s, 1.078 Gflop/s, 6.7 to 10.9 GB/s)
gemv: 0.009550 seconds (0.275 Gnz/s, 1.080 Gflop/s, 6.7 to 11.0 GB/s)
gemv: 0.009514 seconds (0.276 Gnz/s, 1.084 Gflop/s, 6.7 to 11.0 GB/s)
