
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.967646 seconds (22.8 MB/s)
csr_from_coo: 0.029509 seconds, 399130 rows, 399130 columns, 1216334 nonzeros, 1 to 11555 nonzeros per row, 1 threads, 399130 to 399130 rows per thread, 1216334 to 1216334 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.009787 seconds (0.124 Gnz/s, 0.249 Gflop/s, 2.5 to 3.1 GB/s)
gemv (warmup): 0.009939 seconds (0.122 Gnz/s, 0.245 Gflop/s, 2.4 to 3.1 GB/s)
gemv (warmup): 0.009951 seconds (0.122 Gnz/s, 0.244 Gflop/s, 2.4 to 3.1 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.009998 seconds (0.122 Gnz/s, 0.243 Gflop/s, 2.4 to 3.1 GB/s)
gemv: 0.010040 seconds (0.121 Gnz/s, 0.242 Gflop/s, 2.4 to 3.1 GB/s)
gemv: 0.010062 seconds (0.121 Gnz/s, 0.242 Gflop/s, 2.4 to 3.1 GB/s)
gemv: 0.010098 seconds (0.120 Gnz/s, 0.241 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010130 seconds (0.120 Gnz/s, 0.240 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010121 seconds (0.120 Gnz/s, 0.240 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010155 seconds (0.120 Gnz/s, 0.240 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010149 seconds (0.120 Gnz/s, 0.240 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010157 seconds (0.120 Gnz/s, 0.240 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010158 seconds (0.120 Gnz/s, 0.239 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010145 seconds (0.120 Gnz/s, 0.240 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010150 seconds (0.120 Gnz/s, 0.240 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010144 seconds (0.120 Gnz/s, 0.240 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010160 seconds (0.120 Gnz/s, 0.239 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010141 seconds (0.120 Gnz/s, 0.240 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010151 seconds (0.120 Gnz/s, 0.240 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010156 seconds (0.120 Gnz/s, 0.240 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010143 seconds (0.120 Gnz/s, 0.240 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010131 seconds (0.120 Gnz/s, 0.240 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010164 seconds (0.120 Gnz/s, 0.239 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010195 seconds (0.119 Gnz/s, 0.239 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010198 seconds (0.119 Gnz/s, 0.239 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010214 seconds (0.119 Gnz/s, 0.238 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010243 seconds (0.119 Gnz/s, 0.238 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010231 seconds (0.119 Gnz/s, 0.238 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010231 seconds (0.119 Gnz/s, 0.238 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010228 seconds (0.119 Gnz/s, 0.238 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010237 seconds (0.119 Gnz/s, 0.238 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010276 seconds (0.118 Gnz/s, 0.237 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010269 seconds (0.118 Gnz/s, 0.237 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010260 seconds (0.119 Gnz/s, 0.237 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010263 seconds (0.119 Gnz/s, 0.237 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010266 seconds (0.118 Gnz/s, 0.237 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010255 seconds (0.119 Gnz/s, 0.237 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010276 seconds (0.118 Gnz/s, 0.237 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010259 seconds (0.119 Gnz/s, 0.237 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010271 seconds (0.118 Gnz/s, 0.237 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010275 seconds (0.118 Gnz/s, 0.237 Gflop/s, 2.4 to 3.0 GB/s)
gemv: 0.010267 seconds (0.118 Gnz/s, 0.237 Gflop/s, 2.4 to 3.0 GB/s)
