
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.431817 seconds (26.0 MB/s)
csr_from_coo: 0.038332 seconds, 54870 rows, 54870 columns, 2677324 nonzeros, 12 to 276 nonzeros per row, 1 threads, 54870 to 54870 rows per thread, 2677324 to 2677324 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (10 L2 ways)
gemv (warmup): 0.002584 seconds (0.529 Gnz/s, 2.073 Gflop/s, 12.9 to 21.1 GB/s)
gemv (warmup): 0.002554 seconds (0.535 Gnz/s, 2.097 Gflop/s, 13.1 to 21.3 GB/s)
gemv (warmup): 0.002544 seconds (0.537 Gnz/s, 2.105 Gflop/s, 13.1 to 21.4 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.002543 seconds (0.537 Gnz/s, 2.106 Gflop/s, 13.2 to 21.4 GB/s)
gemv: 0.002557 seconds (0.534 Gnz/s, 2.095 Gflop/s, 13.1 to 21.3 GB/s)
gemv: 0.002541 seconds (0.538 Gnz/s, 2.107 Gflop/s, 13.2 to 21.4 GB/s)
gemv: 0.002542 seconds (0.537 Gnz/s, 2.106 Gflop/s, 13.2 to 21.4 GB/s)
gemv: 0.002543 seconds (0.537 Gnz/s, 2.106 Gflop/s, 13.2 to 21.4 GB/s)
gemv: 0.002556 seconds (0.535 Gnz/s, 2.095 Gflop/s, 13.1 to 21.3 GB/s)
gemv: 0.002543 seconds (0.537 Gnz/s, 2.106 Gflop/s, 13.2 to 21.4 GB/s)
gemv: 0.002543 seconds (0.537 Gnz/s, 2.106 Gflop/s, 13.2 to 21.4 GB/s)
gemv: 0.002556 seconds (0.534 Gnz/s, 2.095 Gflop/s, 13.1 to 21.3 GB/s)
