
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.852479 seconds (25.8 MB/s)
csr_from_coo: 0.170736 seconds, 16783 rows, 16783 columns, 9323427 nonzeros, 33 to 14672 nonzeros per row, 1 threads, 16783 to 16783 rows per thread, 9323427 to 9323427 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (11 L2 ways)
gemv (warmup): 0.004935 seconds (0.946 Gnz/s, 3.779 Gflop/s, 22.8 to 37.8 GB/s)
gemv (warmup): 0.004898 seconds (0.953 Gnz/s, 3.807 Gflop/s, 22.9 to 38.1 GB/s)
gemv (warmup): 0.004794 seconds (0.974 Gnz/s, 3.889 Gflop/s, 23.4 to 38.9 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.004825 seconds (0.968 Gnz/s, 3.865 Gflop/s, 23.3 to 38.7 GB/s)
gemv: 0.004861 seconds (0.961 Gnz/s, 3.836 Gflop/s, 23.1 to 38.4 GB/s)
gemv: 0.004808 seconds (0.971 Gnz/s, 3.879 Gflop/s, 23.4 to 38.8 GB/s)
gemv: 0.004855 seconds (0.962 Gnz/s, 3.840 Gflop/s, 23.1 to 38.5 GB/s)
gemv: 0.004856 seconds (0.962 Gnz/s, 3.840 Gflop/s, 23.1 to 38.5 GB/s)
gemv: 0.004910 seconds (0.951 Gnz/s, 3.797 Gflop/s, 22.9 to 38.0 GB/s)
gemv: 0.004783 seconds (0.976 Gnz/s, 3.899 Gflop/s, 23.5 to 39.0 GB/s)
gemv: 0.004778 seconds (0.978 Gnz/s, 3.903 Gflop/s, 23.5 to 39.1 GB/s)
gemv: 0.004862 seconds (0.961 Gnz/s, 3.835 Gflop/s, 23.1 to 38.4 GB/s)
