
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.329670 seconds (30.8 MB/s)
csr_from_coo: 0.034477 seconds, 226451 rows, 226451 columns, 2472071 nonzeros, 4 to 13 nonzeros per row, 1 threads, 226451 to 226451 rows per thread, 2472071 to 2472071 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (3 L2 ways)
gemv (warmup): 0.005311 seconds (0.254 Gnz/s, 0.931 Gflop/s, 6.6 to 10.0 GB/s)
gemv (warmup): 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv (warmup): 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.005276 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005260 seconds (0.257 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005277 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005263 seconds (0.256 Gnz/s, 0.939 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005275 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005263 seconds (0.256 Gnz/s, 0.939 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005275 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005275 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005277 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005275 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005273 seconds (0.256 Gnz/s, 0.938 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005275 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005260 seconds (0.257 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005276 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005276 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005263 seconds (0.256 Gnz/s, 0.939 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005273 seconds (0.256 Gnz/s, 0.938 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005275 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005275 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005263 seconds (0.256 Gnz/s, 0.939 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005277 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005260 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005275 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005276 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005275 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005263 seconds (0.256 Gnz/s, 0.939 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.938 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.938 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005263 seconds (0.256 Gnz/s, 0.939 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005276 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005276 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005260 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005276 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005260 seconds (0.257 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005277 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005263 seconds (0.256 Gnz/s, 0.939 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005272 seconds (0.256 Gnz/s, 0.938 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005260 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005263 seconds (0.256 Gnz/s, 0.939 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005278 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005277 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005272 seconds (0.256 Gnz/s, 0.938 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005273 seconds (0.256 Gnz/s, 0.938 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005263 seconds (0.256 Gnz/s, 0.939 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005277 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005260 seconds (0.257 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.938 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005275 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005261 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005276 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005278 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.6 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005276 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005264 seconds (0.256 Gnz/s, 0.939 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005275 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005275 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005262 seconds (0.256 Gnz/s, 0.940 Gflop/s, 6.7 to 10.1 GB/s)
gemv: 0.005274 seconds (0.256 Gnz/s, 0.937 Gflop/s, 6.7 to 10.1 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,1182635526,1182988650,22648406,316455400,11984498,106907,23998,7332,18776047,1.000299,2201.847112,0.015876,0.010107,5.746409,42.154527,2398.175132,0.417335,0.537271
total,-1,1182635526,1182988650,22648406,316455400,11984498,106907,23998,7332,18776047,1.000299,2201.847112,0.015876,0.010107,5.746409,42.154527,2398.175132,0.417335,0.537271
