
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.434028 seconds (26.8 MB/s)
csr_from_coo: 0.021872 seconds, 21982 rows, 21982 columns, 1248731 nonzeros, 1 to 898 nonzeros per row, 1 threads, 21982 to 21982 rows per thread, 1248731 to 1248731 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.001189 seconds (1.050 Gnz/s, 2.100 Gflop/s, 13.0 to 21.3 GB/s)
gemv (warmup): 0.001136 seconds (1.099 Gnz/s, 2.198 Gflop/s, 13.7 to 22.3 GB/s)
gemv (warmup): 0.001128 seconds (1.107 Gnz/s, 2.214 Gflop/s, 13.8 to 22.5 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.001127 seconds (1.108 Gnz/s, 2.216 Gflop/s, 13.8 to 22.5 GB/s)
gemv: 0.001127 seconds (1.108 Gnz/s, 2.216 Gflop/s, 13.8 to 22.5 GB/s)
gemv: 0.001132 seconds (1.103 Gnz/s, 2.206 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001128 seconds (1.107 Gnz/s, 2.213 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001132 seconds (1.103 Gnz/s, 2.206 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001227 seconds (1.018 Gnz/s, 2.035 Gflop/s, 12.6 to 20.6 GB/s)
gemv: 0.001129 seconds (1.106 Gnz/s, 2.212 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001128 seconds (1.107 Gnz/s, 2.215 Gflop/s, 13.8 to 22.5 GB/s)
gemv: 0.001132 seconds (1.103 Gnz/s, 2.206 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001131 seconds (1.104 Gnz/s, 2.208 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001131 seconds (1.104 Gnz/s, 2.209 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001131 seconds (1.104 Gnz/s, 2.208 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001129 seconds (1.106 Gnz/s, 2.213 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001149 seconds (1.086 Gnz/s, 2.173 Gflop/s, 13.5 to 22.0 GB/s)
gemv: 0.001131 seconds (1.104 Gnz/s, 2.209 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001138 seconds (1.097 Gnz/s, 2.195 Gflop/s, 13.6 to 22.3 GB/s)
gemv: 0.001134 seconds (1.101 Gnz/s, 2.202 Gflop/s, 13.7 to 22.3 GB/s)
gemv: 0.001128 seconds (1.107 Gnz/s, 2.214 Gflop/s, 13.8 to 22.5 GB/s)
gemv: 0.001133 seconds (1.102 Gnz/s, 2.204 Gflop/s, 13.7 to 22.3 GB/s)
gemv: 0.001131 seconds (1.104 Gnz/s, 2.208 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001132 seconds (1.104 Gnz/s, 2.207 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001129 seconds (1.106 Gnz/s, 2.213 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001132 seconds (1.103 Gnz/s, 2.206 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001128 seconds (1.107 Gnz/s, 2.213 Gflop/s, 13.7 to 22.4 GB/s)
gemv: 0.001125 seconds (1.110 Gnz/s, 2.219 Gflop/s, 13.8 to 22.5 GB/s)
gemv: 0.001128 seconds (1.107 Gnz/s, 2.215 Gflop/s, 13.8 to 22.5 GB/s)
