
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.453923 seconds (22.8 MB/s)
csr_from_coo: 0.075489 seconds, 143571 rows, 143571 columns, 4706073 nonzeros, 9 to 159 nonzeros per row, 1 threads, 143571 to 143571 rows per thread, 4706073 to 4706073 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (14 L2 ways)
gemv (warmup): 0.007076 seconds (0.343 Gnz/s, 1.330 Gflop/s, 8.5 to 13.6 GB/s)
gemv (warmup): 0.006858 seconds (0.354 Gnz/s, 1.372 Gflop/s, 8.7 to 14.1 GB/s)
gemv (warmup): 0.006858 seconds (0.354 Gnz/s, 1.373 Gflop/s, 8.7 to 14.1 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.006874 seconds (0.353 Gnz/s, 1.369 Gflop/s, 8.7 to 14.0 GB/s)
gemv: 0.006873 seconds (0.353 Gnz/s, 1.369 Gflop/s, 8.7 to 14.0 GB/s)
gemv: 0.006866 seconds (0.353 Gnz/s, 1.371 Gflop/s, 8.7 to 14.0 GB/s)
gemv: 0.006858 seconds (0.354 Gnz/s, 1.373 Gflop/s, 8.7 to 14.1 GB/s)
gemv: 0.006875 seconds (0.353 Gnz/s, 1.369 Gflop/s, 8.7 to 14.0 GB/s)
gemv: 0.006868 seconds (0.353 Gnz/s, 1.370 Gflop/s, 8.7 to 14.0 GB/s)
gemv: 0.006855 seconds (0.354 Gnz/s, 1.373 Gflop/s, 8.7 to 14.1 GB/s)
gemv: 0.006868 seconds (0.353 Gnz/s, 1.370 Gflop/s, 8.7 to 14.0 GB/s)
gemv: 0.006883 seconds (0.352 Gnz/s, 1.367 Gflop/s, 8.7 to 14.0 GB/s)
