
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.637935 seconds (29.1 MB/s)
csr_from_coo: 0.026243 seconds, 325729 rows, 325729 columns, 1497134 nonzeros, 0 to 3445 nonzeros per row, 1 threads, 325729 to 325729 rows per thread, 1497134 to 1497134 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.006128 seconds (0.244 Gnz/s, 0.489 Gflop/s, 4.2 to 5.7 GB/s)
gemv (warmup): 0.006658 seconds (0.225 Gnz/s, 0.450 Gflop/s, 3.9 to 5.3 GB/s)
gemv (warmup): 0.006904 seconds (0.217 Gnz/s, 0.434 Gflop/s, 3.7 to 5.1 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.006932 seconds (0.216 Gnz/s, 0.432 Gflop/s, 3.7 to 5.1 GB/s)
gemv: 0.006983 seconds (0.214 Gnz/s, 0.429 Gflop/s, 3.7 to 5.0 GB/s)
gemv: 0.007018 seconds (0.213 Gnz/s, 0.427 Gflop/s, 3.7 to 5.0 GB/s)
gemv: 0.007006 seconds (0.214 Gnz/s, 0.427 Gflop/s, 3.7 to 5.0 GB/s)
gemv: 0.007029 seconds (0.213 Gnz/s, 0.426 Gflop/s, 3.7 to 5.0 GB/s)
gemv: 0.007136 seconds (0.210 Gnz/s, 0.420 Gflop/s, 3.6 to 4.9 GB/s)
gemv: 0.007103 seconds (0.211 Gnz/s, 0.422 Gflop/s, 3.6 to 4.9 GB/s)
gemv: 0.007090 seconds (0.211 Gnz/s, 0.422 Gflop/s, 3.6 to 5.0 GB/s)
gemv: 0.007211 seconds (0.208 Gnz/s, 0.415 Gflop/s, 3.6 to 4.9 GB/s)
gemv: 0.007253 seconds (0.206 Gnz/s, 0.413 Gflop/s, 3.6 to 4.8 GB/s)
gemv: 0.007202 seconds (0.208 Gnz/s, 0.416 Gflop/s, 3.6 to 4.9 GB/s)
gemv: 0.007202 seconds (0.208 Gnz/s, 0.416 Gflop/s, 3.6 to 4.9 GB/s)
gemv: 0.007258 seconds (0.206 Gnz/s, 0.413 Gflop/s, 3.6 to 4.8 GB/s)
gemv: 0.007239 seconds (0.207 Gnz/s, 0.414 Gflop/s, 3.6 to 4.9 GB/s)
gemv: 0.007231 seconds (0.207 Gnz/s, 0.414 Gflop/s, 3.6 to 4.9 GB/s)
gemv: 0.007228 seconds (0.207 Gnz/s, 0.414 Gflop/s, 3.6 to 4.9 GB/s)
