
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.372299 seconds (24.6 MB/s)
csr_from_coo: 0.021069 seconds, 216007 rows, 216007 columns, 1021170 nonzeros, 1 to 49 nonzeros per row, 1 threads, 216007 to 216007 rows per thread, 1021170 to 1021170 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (14 L2 ways)
gemv (warmup): 0.005986 seconds (0.085 Gnz/s, 0.341 Gflop/s, 2.9 to 4.0 GB/s)
gemv (warmup): 0.005862 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv (warmup): 0.005869 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.005864 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005876 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005868 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005847 seconds (0.087 Gnz/s, 0.349 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005878 seconds (0.087 Gnz/s, 0.347 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005861 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005882 seconds (0.087 Gnz/s, 0.347 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005866 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005859 seconds (0.087 Gnz/s, 0.349 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005882 seconds (0.087 Gnz/s, 0.347 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005846 seconds (0.087 Gnz/s, 0.349 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005871 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005871 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005854 seconds (0.087 Gnz/s, 0.349 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005880 seconds (0.087 Gnz/s, 0.347 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005858 seconds (0.087 Gnz/s, 0.349 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005874 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005878 seconds (0.087 Gnz/s, 0.347 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005860 seconds (0.087 Gnz/s, 0.349 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005876 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005848 seconds (0.087 Gnz/s, 0.349 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005879 seconds (0.087 Gnz/s, 0.347 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005875 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005861 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005869 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005863 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005873 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005883 seconds (0.087 Gnz/s, 0.347 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005861 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005870 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005862 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005875 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005881 seconds (0.087 Gnz/s, 0.347 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005858 seconds (0.087 Gnz/s, 0.349 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005873 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005860 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005873 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005878 seconds (0.087 Gnz/s, 0.347 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005854 seconds (0.087 Gnz/s, 0.349 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005881 seconds (0.087 Gnz/s, 0.347 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005863 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005873 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005863 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005861 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
gemv: 0.005871 seconds (0.087 Gnz/s, 0.348 Gflop/s, 3.0 to 4.1 GB/s)
