
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 44.472695 seconds (25.8 MB/s)
csr_from_coo: 2.298160 seconds, 1453908 rows, 1453908 columns, 52728362 nonzeros, 4 to 84 nonzeros per row, 1 threads, 1453908 to 1453908 rows per thread, 52728362 to 52728362 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (9 L2 ways)
gemv (warmup): 0.263455 seconds (0.200 Gnz/s, 0.400 Gflop/s, 2.5 to 4.1 GB/s)
gemv (warmup): 0.269331 seconds (0.196 Gnz/s, 0.392 Gflop/s, 2.5 to 4.0 GB/s)
gemv (warmup): 0.271068 seconds (0.195 Gnz/s, 0.389 Gflop/s, 2.5 to 4.0 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.270551 seconds (0.195 Gnz/s, 0.390 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.270778 seconds (0.195 Gnz/s, 0.389 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.271102 seconds (0.194 Gnz/s, 0.389 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.271245 seconds (0.194 Gnz/s, 0.389 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.271397 seconds (0.194 Gnz/s, 0.389 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.271733 seconds (0.194 Gnz/s, 0.388 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.272002 seconds (0.194 Gnz/s, 0.388 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.272123 seconds (0.194 Gnz/s, 0.388 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.271966 seconds (0.194 Gnz/s, 0.388 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.271718 seconds (0.194 Gnz/s, 0.388 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.272043 seconds (0.194 Gnz/s, 0.388 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.271873 seconds (0.194 Gnz/s, 0.388 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.272194 seconds (0.194 Gnz/s, 0.387 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.272291 seconds (0.194 Gnz/s, 0.387 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.272356 seconds (0.194 Gnz/s, 0.387 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.272291 seconds (0.194 Gnz/s, 0.387 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.272297 seconds (0.194 Gnz/s, 0.387 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.272487 seconds (0.194 Gnz/s, 0.387 Gflop/s, 2.5 to 4.0 GB/s)
gemv: 0.272956 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.273131 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.273660 seconds (0.193 Gnz/s, 0.385 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.273205 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.272886 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.272953 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.273471 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.272855 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 4.0 GB/s)
gemv: 0.272700 seconds (0.193 Gnz/s, 0.387 Gflop/s, 2.4 to 4.0 GB/s)
gemv: 0.272919 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.272976 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.273223 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.273301 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.273019 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.272852 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 4.0 GB/s)
gemv: 0.272765 seconds (0.193 Gnz/s, 0.387 Gflop/s, 2.4 to 4.0 GB/s)
gemv: 0.272845 seconds (0.193 Gnz/s, 0.387 Gflop/s, 2.4 to 4.0 GB/s)
gemv: 0.273442 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.273390 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.273351 seconds (0.193 Gnz/s, 0.386 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.273662 seconds (0.193 Gnz/s, 0.385 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.273802 seconds (0.193 Gnz/s, 0.385 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.275698 seconds (0.191 Gnz/s, 0.383 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.278154 seconds (0.190 Gnz/s, 0.379 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.278354 seconds (0.189 Gnz/s, 0.379 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.277721 seconds (0.190 Gnz/s, 0.380 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.277735 seconds (0.190 Gnz/s, 0.380 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.277496 seconds (0.190 Gnz/s, 0.380 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.277798 seconds (0.190 Gnz/s, 0.380 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.277617 seconds (0.190 Gnz/s, 0.380 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.277678 seconds (0.190 Gnz/s, 0.380 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.277733 seconds (0.190 Gnz/s, 0.380 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.277946 seconds (0.190 Gnz/s, 0.379 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.278311 seconds (0.189 Gnz/s, 0.379 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.277853 seconds (0.190 Gnz/s, 0.380 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.276651 seconds (0.191 Gnz/s, 0.381 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.276722 seconds (0.191 Gnz/s, 0.381 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.277339 seconds (0.190 Gnz/s, 0.380 Gflop/s, 2.4 to 3.9 GB/s)
gemv: 0.277190 seconds (0.190 Gnz/s, 0.380 Gflop/s, 2.4 to 3.9 GB/s)
