
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 2.193879 seconds (25.1 MB/s)
csr_from_coo: 0.066005 seconds, 36417 rows, 36417 columns, 4344765 nonzeros, 18 to 204 nonzeros per row, 1 threads, 36417 to 36417 rows per thread, 4344765 to 4344765 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (11 L2 ways)
gemv (warmup): 0.002984 seconds (0.734 Gnz/s, 2.912 Gflop/s, 17.8 to 29.3 GB/s)
gemv (warmup): 0.002892 seconds (0.757 Gnz/s, 3.004 Gflop/s, 18.3 to 30.2 GB/s)
gemv (warmup): 0.002888 seconds (0.758 Gnz/s, 3.009 Gflop/s, 18.4 to 30.3 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.002910 seconds (0.753 Gnz/s, 2.986 Gflop/s, 18.2 to 30.1 GB/s)
gemv: 0.002893 seconds (0.757 Gnz/s, 3.003 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002890 seconds (0.758 Gnz/s, 3.006 Gflop/s, 18.3 to 30.3 GB/s)
gemv: 0.002904 seconds (0.754 Gnz/s, 2.992 Gflop/s, 18.3 to 30.1 GB/s)
gemv: 0.002891 seconds (0.758 Gnz/s, 3.006 Gflop/s, 18.3 to 30.3 GB/s)
gemv: 0.002888 seconds (0.759 Gnz/s, 3.009 Gflop/s, 18.4 to 30.3 GB/s)
gemv: 0.002904 seconds (0.754 Gnz/s, 2.992 Gflop/s, 18.3 to 30.1 GB/s)
gemv: 0.002892 seconds (0.758 Gnz/s, 3.005 Gflop/s, 18.3 to 30.3 GB/s)
gemv: 0.002890 seconds (0.758 Gnz/s, 3.007 Gflop/s, 18.3 to 30.3 GB/s)
gemv: 0.002889 seconds (0.758 Gnz/s, 3.007 Gflop/s, 18.3 to 30.3 GB/s)
gemv: 0.002905 seconds (0.754 Gnz/s, 2.992 Gflop/s, 18.3 to 30.1 GB/s)
gemv: 0.002889 seconds (0.758 Gnz/s, 3.008 Gflop/s, 18.4 to 30.3 GB/s)
gemv: 0.002888 seconds (0.758 Gnz/s, 3.009 Gflop/s, 18.4 to 30.3 GB/s)
gemv: 0.002906 seconds (0.754 Gnz/s, 2.990 Gflop/s, 18.2 to 30.1 GB/s)
gemv: 0.002891 seconds (0.758 Gnz/s, 3.006 Gflop/s, 18.3 to 30.3 GB/s)
gemv: 0.002892 seconds (0.757 Gnz/s, 3.005 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002908 seconds (0.753 Gnz/s, 2.988 Gflop/s, 18.2 to 30.1 GB/s)
gemv: 0.002893 seconds (0.757 Gnz/s, 3.003 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002894 seconds (0.757 Gnz/s, 3.002 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002899 seconds (0.756 Gnz/s, 2.998 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002915 seconds (0.752 Gnz/s, 2.981 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002898 seconds (0.756 Gnz/s, 2.998 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 3.000 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002911 seconds (0.752 Gnz/s, 2.985 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002898 seconds (0.756 Gnz/s, 2.999 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002895 seconds (0.757 Gnz/s, 3.002 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002914 seconds (0.752 Gnz/s, 2.982 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002898 seconds (0.756 Gnz/s, 2.998 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 3.000 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002896 seconds (0.757 Gnz/s, 3.001 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002912 seconds (0.752 Gnz/s, 2.984 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 2.999 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002895 seconds (0.757 Gnz/s, 3.002 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002914 seconds (0.752 Gnz/s, 2.982 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002899 seconds (0.756 Gnz/s, 2.997 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002894 seconds (0.757 Gnz/s, 3.002 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002913 seconds (0.752 Gnz/s, 2.983 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002901 seconds (0.755 Gnz/s, 2.996 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 3.000 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 3.000 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002915 seconds (0.752 Gnz/s, 2.981 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 3.000 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002895 seconds (0.757 Gnz/s, 3.001 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002912 seconds (0.752 Gnz/s, 2.984 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002899 seconds (0.756 Gnz/s, 2.997 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002896 seconds (0.756 Gnz/s, 3.000 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002912 seconds (0.752 Gnz/s, 2.984 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002913 seconds (0.752 Gnz/s, 2.983 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002899 seconds (0.756 Gnz/s, 2.998 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002899 seconds (0.756 Gnz/s, 2.997 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002914 seconds (0.752 Gnz/s, 2.982 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002899 seconds (0.756 Gnz/s, 2.998 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002902 seconds (0.755 Gnz/s, 2.995 Gflop/s, 18.3 to 30.1 GB/s)
gemv: 0.002911 seconds (0.753 Gnz/s, 2.985 Gflop/s, 18.2 to 30.1 GB/s)
gemv: 0.002898 seconds (0.756 Gnz/s, 2.998 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002896 seconds (0.756 Gnz/s, 3.000 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002911 seconds (0.752 Gnz/s, 2.985 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002901 seconds (0.755 Gnz/s, 2.996 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002896 seconds (0.757 Gnz/s, 3.001 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002898 seconds (0.756 Gnz/s, 2.999 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002918 seconds (0.751 Gnz/s, 2.978 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002898 seconds (0.756 Gnz/s, 2.999 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 2.999 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002915 seconds (0.751 Gnz/s, 2.981 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002899 seconds (0.756 Gnz/s, 2.998 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002898 seconds (0.756 Gnz/s, 2.998 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002914 seconds (0.752 Gnz/s, 2.982 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002900 seconds (0.755 Gnz/s, 2.997 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 3.000 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 3.000 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002914 seconds (0.752 Gnz/s, 2.982 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002900 seconds (0.755 Gnz/s, 2.997 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002895 seconds (0.757 Gnz/s, 3.002 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002913 seconds (0.752 Gnz/s, 2.983 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002900 seconds (0.755 Gnz/s, 2.996 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002898 seconds (0.756 Gnz/s, 2.998 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002915 seconds (0.752 Gnz/s, 2.981 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002899 seconds (0.756 Gnz/s, 2.997 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002895 seconds (0.757 Gnz/s, 3.002 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 2.999 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002914 seconds (0.752 Gnz/s, 2.982 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002899 seconds (0.756 Gnz/s, 2.998 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 2.999 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002912 seconds (0.752 Gnz/s, 2.984 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002899 seconds (0.756 Gnz/s, 2.998 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 3.000 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002916 seconds (0.751 Gnz/s, 2.980 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002901 seconds (0.755 Gnz/s, 2.996 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002895 seconds (0.757 Gnz/s, 3.001 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002896 seconds (0.756 Gnz/s, 3.000 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002916 seconds (0.751 Gnz/s, 2.980 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002898 seconds (0.756 Gnz/s, 2.998 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 3.000 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002913 seconds (0.752 Gnz/s, 2.983 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002905 seconds (0.754 Gnz/s, 2.991 Gflop/s, 18.2 to 30.1 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 2.999 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002915 seconds (0.752 Gnz/s, 2.981 Gflop/s, 18.2 to 30.0 GB/s)
gemv: 0.002897 seconds (0.756 Gnz/s, 2.999 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002894 seconds (0.757 Gnz/s, 3.002 Gflop/s, 18.3 to 30.2 GB/s)
gemv: 0.002900 seconds (0.755 Gnz/s, 2.997 Gflop/s, 18.3 to 30.2 GB/s)
region,threads,EFFECTIVE_INST_SPEC,CPU_CYCLES,FP_DP_FIXED_OPS_SPEC,FP_DP_SCALE_OPS_SPEC,L2D_CACHE_REFILL,L2D_CACHE_WB,L2D_SWAP_DM,L2D_CACHE_MIBMCH_PRF,L1D_CACHE_REFILL,CPI ,Frequency ,L1D cache miss rate ,L2D cache miss rate ,L2-Memory Bandwidth ,DP (FP) ,DP (FP+SVE512) ,Computational Intensity (FP+SVE512) ,time
gemv,0,518906871,662972848,3645006,293366600,20632064,41331,52050,23048,22070004,1.277634,2203.732764,0.042532,0.039616,17.528085,12.116061,3912.737874,0.223227,0.300841
total,-1,518906871,662972848,3645006,293366600,20632064,41331,52050,23048,22070004,1.277634,2203.732764,0.042532,0.039616,17.528085,12.116061,3912.737874,0.223227,0.300841
